time;wlan;wan;man
100.0;0.075;0.206;0.0
200.0;2.854;1.435;0.164
300.0;0.127;2.098;0.086
400.0;0.369;5.875;0.205
500.0;0.681;4.481;0.287
600.0;2.737;4.007;0.164
700.0;0.656;2.376;0.287
800.0;1.295;2.02;0.68
900.0;1.395;5.688;1.026
1000.0;0.943;3.526;0.615
1100.0;0.656;9.788;0.287
1200.0;1.316;3.101;0.41
1300.0;1.205;3.331;0.416
1400.0;1.025;2.973;0.574
1500.0;1.107;3.754;0.41
1600.0;0.99;3.512;0.58
1700.0;1.946;3.235;1.208
1800.0;1.887;3.681;1.067
1900.0;4.123;5.811;3.713
2000.0;3.68;4.19;3.156
2100.0;1.148;6.081;0.656
2200.0;1.517;5.051;0.861
2300.0;1.927;4.835;0.615
2400.0;1.107;4.482;0.41
2500.0;5.413;9.482;0.709
2600.0;1.906;5.355;1.004
2700.0;1.722;7.349;1.107
2800.0;1.763;8.304;0.738
2900.0;2.05;5.591;1.066
3000.0;1.939;7.073;0.765
3100.0;4.221;10.04;0.825
3200.0;1.176;10.751;0.656
3300.0;1.394;10.168;0.615
3400.0;1.878;12.234;1.017
3500.0;4.942;16.74;4.04
3600.0;2.419;8.844;1.312
3700.0;2.602;8.413;1.331
3800.0;2.215;16.802;1.025
3900.0;1.654;15.7;0.916
4000.0;1.681;9.68;0.902
4100.0;2.064;9.152;0.875
4200.0;2.242;15.877;1.299
4300.0;2.885;13.52;1.409
4400.0;2.157;14.223;0.804
4500.0;3.307;13.572;2.306
4600.0;2.765;10.382;1.107
4700.0;2.356;13.06;0.839
4800.0;2.247;11.477;1.304
4900.0;2.37;15.438;1.509
5000.0;2.911;11.816;1.435
5100.0;3.484;11.772;1.803
5200.0;4.078;12.776;2.54
5300.0;2.728;10.09;1.107
5400.0;2.582;14.966;0.913
5500.0;3.496;11.024;2.316
5600.0;4.74;11.216;3.346
5700.0;3.723;15.991;0.902
5800.0;3.362;22.664;1.353
5900.0;2.666;12.256;1.395
6000.0;4.733;17.164;3.257
6100.0;2.368;12.302;1.056
6200.0;3.091;16.581;1.328
6300.0;2.682;15.042;1.534
6400.0;2.05;15.42;0.82
6500.0;3.479;16.709;1.271
6600.0;4.511;18.081;3.199
6700.0;2.542;22.383;1.148
6800.0;3.198;17.934;1.107
6900.0;2.759;19.184;1.16
7000.0;3.092;14.882;1.025
7100.0;2.829;13.391;1.189
7200.0;2.87;19.289;1.189
7300.0;3.327;13.899;1.687
7400.0;3.275;26.045;1.594
7500.0;3.566;19.506;1.516
7600.0;3.119;17.785;1.438
7700.0;2.501;15.495;1.066
7800.0;2.952;16.73;0.984
7900.0;3.321;18.935;1.23
8000.0;2.751;16.45;0.865
8100.0;4.105;17.269;1.85
8200.0;3.362;15.716;1.722
8300.0;3.564;19.642;1.555
8400.0;2.995;25.02;1.19
8500.0;3.28;19.184;1.394
8600.0;2.624;23.027;1.476
8700.0;4.741;21.719;3.053
8800.0;3.377;20.546;1.148
8900.0;2.911;22.731;1.599
9000.0;5.033;22.084;1.53
9100.0;4.685;20.332;2.84
9200.0;3.666;21.988;2.253
9300.0;4.599;22.566;1.476
9400.0;3.28;23.432;1.394
9500.0;2.419;23.344;1.066
9600.0;2.829;19.261;1.189
9700.0;3.246;27.064;1.934
9800.0;3.556;18.379;1.629
9900.0;3.195;19.115;1.514
10000.0;3.029;22.32;1.061
10100.0;2.788;21.28;1.107
10200.0;3.198;19.805;1.353
10300.0;5.174;19.893;3.534
10400.0;4.141;18.919;1.886
10500.0;3.649;19.304;1.681
10600.0;3.48;20.657;1.43
10700.0;9.337;18.935;7.574
10800.0;3.044;21.79;1.404
10900.0;3.72;22.454;2.121
