time;wlan;wan;man
100.0;0.034;0.109;0.034
200.0;2.772;0.398;2.649
300.0;0.123;1.815;0.0
400.0;0.262;6.216;0.082
500.0;0.451;3.07;0.287
600.0;0.574;3.392;0.205
700.0;0.697;2.003;0.328
800.0;0.557;2.343;0.27
900.0;0.574;5.385;0.246
1000.0;0.719;3.135;0.432
1100.0;1.649;8.18;0.287
1200.0;0.873;1.936;0.504
1300.0;0.861;2.381;0.451
1400.0;0.656;2.42;0.328
1500.0;0.997;2.112;0.505
1600.0;2.201;2.872;1.586
1700.0;1.893;2.55;1.237
1800.0;1.647;3.968;0.95
1900.0;0.984;3.798;0.41
2000.0;1.803;2.737;1.475
2100.0;3.236;6.192;2.454
2200.0;2.073;4.905;0.533
2300.0;0.89;3.157;0.398
2400.0;1.55;5.589;0.566
2500.0;0.984;5.442;0.492
2600.0;1.312;3.839;0.574
2700.0;1.312;5.995;0.451
2800.0;1.922;4.207;0.815
2900.0;1.312;4.062;0.451
3000.0;1.238;4.177;0.582
3100.0;3.604;10.589;2.784
3200.0;2.143;6.607;1.528
3300.0;1.804;6.529;0.574
3400.0;1.819;13.088;0.548
3500.0;6.097;9.791;5.359
3600.0;1.391;5.002;0.694
3700.0;1.958;5.743;1.066
3800.0;2.006;8.323;1.145
3900.0;1.886;10.072;0.82
4000.0;1.685;7.003;0.688
4100.0;2.688;9.04;1.786
4200.0;1.558;7.374;0.82
4300.0;2.337;6.797;1.148
4400.0;5.316;13.628;4.414
4500.0;1.763;12.775;1.025
4600.0;2.05;11.315;1.066
4700.0;2.038;13.192;0.692
4800.0;1.927;11.688;0.902
4900.0;1.723;14.068;1.067
5000.0;2.05;9.585;0.984
5100.0;2.173;9.291;0.943
5200.0;2.512;10.83;1.25
5300.0;3.007;10.196;1.777
5400.0;2.603;15.869;0.953
5500.0;3.127;16.185;1.631
5600.0;4.002;9.914;1.23
5700.0;2.716;14.718;1.486
5800.0;2.164;10.43;0.975
5900.0;2.296;11.058;1.025
6000.0;2.919;12.705;0.861
6100.0;2.542;10.771;1.271
6200.0;1.803;15.9;0.737
6300.0;2.341;14.678;0.865
6400.0;2.434;11.536;0.876
6500.0;4.135;11.678;2.091
6600.0;2.856;11.002;1.134
6700.0;2.706;18.349;0.984
6800.0;3.645;13.614;2.087
6900.0;2.431;15.353;1.037
7000.0;2.911;11.535;0.902
7100.0;3.362;16.616;1.271
7200.0;2.46;18.096;1.025
7300.0;2.87;13.443;1.394
7400.0;2.34;18.975;0.823
7500.0;2.911;14.01;1.23
7600.0;5.112;20.658;3.453
7700.0;2.843;14.337;1.435
7800.0;2.091;16.613;0.902
7900.0;2.708;14.938;1.109
8000.0;2.92;14.669;1.034
8100.0;3.736;16.549;1.681
8200.0;2.706;14.276;1.312
8300.0;2.913;16.405;1.394
8400.0;2.748;14.624;1.108
8500.0;2.496;15.19;0.874
8600.0;2.509;19.062;1.402
8700.0;2.625;18.066;1.353
8800.0;3.582;25.686;1.819
8900.0;2.87;17.823;1.394
9000.0;3.267;17.446;1.955
9100.0;6.099;16.998;1.271
9200.0;2.627;16.555;0.987
9300.0;2.877;16.242;1.455
9400.0;11.343;19.341;9.539
9500.0;5.181;20.648;1.394
9600.0;2.75;18.643;1.192
9700.0;2.501;23.806;0.943
9800.0;2.831;15.555;1.56
9900.0;3.031;15.716;1.473
10000.0;4.128;15.908;2.652
10100.0;4.547;16.485;2.497
10200.0;3.157;17.325;1.435
10300.0;4.0;18.508;2.032
10400.0;2.993;21.875;1.435
10500.0;3.198;17.002;1.394
10600.0;3.69;18.35;1.968
10700.0;3.198;17.603;1.517
10800.0;3.167;21.2;1.238
10900.0;3.802;20.614;2.08
