time;load_on_edge;load_on_cloud;load_on_mobile
100.0;0.0;0.25;0.0
200.0;0.0;0.75;0.0
300.0;0.0;0.5;0.0
400.0;0.0;1.25;0.0
500.0;1.5;1.9;0.0
600.0;3.0;2.65;0.0
700.0;3.75;3.9;0.0
800.0;3.0;3.6999999999999997;0.0
900.0;3.0;2.5;0.0
1000.0;1.5;1.75;0.0
1100.0;3.75;1.0;0.0
1200.0;3.75;1.15;0.0
1300.0;1.25;1.2999999999999998;0.0
1400.0;3.75;0.15;0.0
1500.0;3.75;0.15;0.0
1600.0;2.25;0.0;0.0
1700.0;3.75;0.5;0.0
1800.0;1.75;0.75;0.0
1900.0;3.5;0.7;0.0
2000.0;3.0;1.15;0.0
2100.0;4.5;0.8;0.0
2200.0;3.75;0.4;0.0
2300.0;6.75;0.85;0.0
2400.0;3.75;1.4;0.0
2500.0;8.75;1.0;0.0
2600.0;3.5;0.85;0.0
2700.0;4.25;0.4;0.0
2800.0;8.75;0.5;0.0
2900.0;4.25;0.75;0.0
3000.0;4.25;1.4500000000000002;0.0
3100.0;6.25;1.9;0.0
3200.0;5.5;2.3000000000000003;0.0
3300.0;2.25;3.1999999999999993;0.0
3400.0;3.75;1.5;0.0
3500.0;3.75;1.45;0.0
3600.0;3.75;1.25;0.0
3700.0;11.0;1.85;0.0
3800.0;7.25;2.6999999999999997;0.0
3900.0;7.25;4.949999999999999;0.0
4000.0;13.25;4.3999999999999995;0.0
4100.0;9.5;5.25;0.0
4200.0;8.75;7.249999999999998;0.0
4300.0;10.0;5.699999999999999;0.0
4400.0;10.0;5.1;0.0
4500.0;6.0;5.249999999999999;0.0
4600.0;11.0;4.2;0.0
4700.0;6.5;7.150000000000003;0.0
4800.0;8.5;7.500000000000003;0.0
4900.0;7.75;6.500000000000001;0.0
5000.0;12.5;4.1499999999999995;0.0
5100.0;7.25;7.250000000000004;0.0
5200.0;11.75;5.9;0.0
5300.0;8.5;8.600000000000003;0.0
5400.0;19.0;3.7999999999999994;0.0
5500.0;13.5;6.300000000000001;0.0
5600.0;17.75;3.4999999999999996;0.0
5700.0;16.0;4.75;0.0
5800.0;10.25;6.8999999999999995;0.0
5900.0;14.0;4.949999999999999;0.0
6000.0;13.75;5.0;0.0
6100.0;11.5;6.049999999999999;0.0
6200.0;11.5;6.1;0.0
6300.0;12.75;7.200000000000002;0.0
6400.0;13.5;6.599999999999999;0.0
6500.0;16.25;7.450000000000002;0.0
6600.0;9.25;8.0;0.0
6700.0;9.25;9.25;0.0
6800.0;16.5;7.699999999999998;0.0
6900.0;19.5;6.950000000000001;0.0
7000.0;3.75;9.300000000000008;0.0
7100.0;14.75;10.90000000000001;0.0
7200.0;16.0;10.450000000000006;0.0
7300.0;12.5;8.800000000000002;0.0
7400.0;21.5;9.700000000000005;0.0
7500.0;11.25;9.300000000000002;0.0
7600.0;20.75;9.100000000000001;0.0
7700.0;13.25;10.65;0.0
7800.0;10.5;13.600000000000005;0.0
7900.0;17.75;12.100000000000003;0.0
8000.0;17.75;9.899999999999999;0.0
8100.0;18.25;12.299999999999999;0.0
8200.0;24.25;11.399999999999999;0.0
8300.0;23.5;12.900000000000002;0.0
8400.0;20.0;14.450000000000003;0.0
8500.0;25.75;13.599999999999998;0.0
8600.0;22.0;13.600000000000005;0.0
8700.0;28.0;10.750000000000002;0.0
8800.0;31.5;12.400000000000006;0.0
8900.0;25.75;13.000000000000005;0.0
9000.0;14.75;11.799999999999999;0.0
9100.0;17.25;12.150000000000006;0.0
9200.0;24.25;8.95;0.0
9300.0;10.0;10.500000000000004;0.0
9400.0;16.5;10.3;0.0
9500.0;10.0;10.450000000000003;0.0
9600.0;22.75;9.75;0.0
9700.0;15.75;12.000000000000002;0.0
9800.0;21.75;8.749999999999998;0.0
9900.0;18.75;10.75;0.0
10000.0;17.25;9.7;0.0
10100.0;25.0;9.499999999999998;0.0
10200.0;19.25;10.350000000000001;0.0
10300.0;16.25;10.299999999999999;0.0
10400.0;18.25;9.8;0.0
10500.0;23.5;12.35;0.0
10600.0;9.5;13.750000000000004;0.0
10700.0;8.75;15.100000000000005;0.0
10800.0;18.5;11.350000000000001;0.0
10900.0;16.5;13.300000000000004;0.0
