time;wlan;wan;man
100.0;0.0;0.042;0.0
200.0;0.0;0.338;0.0
300.0;0.0;0.791;0.0
400.0;0.0;1.89;0.0
500.0;0.0;2.243;0.0
600.0;0.0;0.333;0.0
700.0;0.0;0.414;0.0
800.0;0.041;0.411;0.041
900.0;0.0;1.934;0.0
1000.0;0.0;0.391;0.0
1100.0;0.164;5.469;0.082
1200.0;0.287;0.374;0.082
1300.0;0.246;0.577;0.082
1400.0;0.369;0.369;0.164
1500.0;0.41;0.328;0.123
1600.0;0.328;0.461;0.082
1700.0;0.246;0.474;0.082
1800.0;0.287;1.533;0.164
1900.0;0.205;0.369;0.082
2000.0;0.33;0.369;0.084
2100.0;0.287;0.492;0.123
2200.0;0.369;0.41;0.123
2300.0;0.533;0.338;0.287
2400.0;0.369;0.492;0.082
2500.0;0.463;0.492;0.217
2600.0;0.328;2.811;0.123
2700.0;0.369;0.615;0.164
2800.0;0.41;0.619;0.205
2900.0;0.451;0.779;0.287
3000.0;0.292;1.017;0.21
3100.0;0.462;1.057;0.246
3200.0;0.533;1.738;0.287
3300.0;0.697;4.841;0.41
3400.0;0.615;4.393;0.369
3500.0;0.943;0.738;0.41
3600.0;1.189;0.779;0.41
3700.0;0.861;1.107;0.451
3800.0;0.779;2.708;0.369
3900.0;0.697;1.491;0.328
4000.0;0.901;2.222;0.287
4100.0;2.118;1.447;0.287
4200.0;0.636;4.177;0.328
4300.0;1.791;1.189;0.533
4400.0;0.697;1.592;0.246
4500.0;0.943;1.212;0.287
4600.0;1.148;4.991;0.574
4700.0;1.271;1.433;0.779
4800.0;1.025;1.987;0.656
4900.0;0.738;2.05;0.328
5000.0;0.451;2.22;0.246
5100.0;0.82;2.668;0.328
5200.0;0.677;4.891;0.328
5300.0;0.924;2.785;0.287
5400.0;0.791;1.997;0.299
5500.0;0.767;3.107;0.275
5600.0;2.567;2.743;2.157
5700.0;1.148;3.461;0.615
5800.0;1.23;1.763;0.656
5900.0;3.684;1.723;3.11
6000.0;0.918;3.329;0.492
6100.0;1.26;1.964;0.618
6200.0;2.566;3.233;2.115
6300.0;0.861;5.231;0.451
6400.0;0.615;3.182;0.451
6500.0;1.067;3.852;0.492
6600.0;1.476;4.551;0.779
6700.0;0.971;6.831;0.533
6800.0;0.615;2.834;0.328
6900.0;2.931;5.253;2.439
7000.0;0.82;3.232;0.328
7100.0;0.615;4.433;0.246
7200.0;0.861;5.164;0.533
7300.0;0.617;5.381;0.371
7400.0;0.984;2.875;0.451
7500.0;0.958;5.025;0.507
7600.0;1.23;2.515;0.574
7700.0;0.904;3.881;0.576
7800.0;0.943;3.329;0.369
7900.0;0.738;5.612;0.246
8000.0;1.03;4.276;0.41
8100.0;0.943;6.489;0.41
8200.0;1.025;6.659;0.41
8300.0;1.896;4.219;1.199
8400.0;1.189;6.95;0.615
8500.0;1.115;3.105;0.459
8600.0;1.066;9.744;0.574
8700.0;1.018;4.117;0.567
8800.0;0.451;6.545;0.246
8900.0;1.87;3.328;0.451
9000.0;0.874;3.157;0.382
9100.0;1.148;3.133;0.574
9200.0;1.397;4.67;0.987
9300.0;1.273;4.433;0.904
9400.0;0.943;4.67;0.574
9500.0;0.902;3.084;0.451
9600.0;0.902;5.007;0.287
9700.0;0.902;5.301;0.615
9800.0;1.186;4.566;0.735
9900.0;1.189;3.432;0.738
10000.0;1.558;3.12;0.902
10100.0;1.189;3.992;0.533
10200.0;1.066;4.203;0.41
10300.0;1.107;3.403;0.574
10400.0;1.148;3.883;0.697
10500.0;1.025;4.28;0.615
10600.0;1.312;3.634;0.533
10700.0;1.025;4.018;0.41
10800.0;0.986;4.043;0.453
10900.0;0.656;7.861;0.205
