time;ap0;ap1;ap2;ap3
100.0;473;506;523;498
200.0;473;505;523;499
300.0;473;505;523;499
400.0;473;505;523;499
500.0;473;504;524;499
600.0;473;504;524;499
700.0;473;504;524;499
800.0;473;504;524;499
900.0;472;504;524;500
1000.0;472;504;524;500
1100.0;472;504;524;500
1200.0;472;504;524;500
1300.0;472;504;524;500
1400.0;472;504;524;500
1500.0;472;504;524;500
1600.0;472;504;524;500
1700.0;473;504;523;500
1800.0;473;504;523;500
1900.0;473;504;523;500
2000.0;473;504;523;500
2100.0;473;504;523;500
2200.0;473;504;523;500
2300.0;473;504;523;500
2400.0;473;503;523;501
2500.0;472;503;523;502
2600.0;472;503;523;502
2700.0;472;503;523;502
2800.0;472;502;523;503
2900.0;473;502;522;503
3000.0;473;503;523;501
3100.0;473;503;523;501
3200.0;473;503;523;501
3300.0;473;503;523;501
3400.0;473;503;523;501
3500.0;472;503;523;502
3600.0;472;503;523;502
3700.0;472;503;523;502
3800.0;472;503;523;502
3900.0;472;503;523;502
4000.0;472;504;523;501
4100.0;472;504;523;501
4200.0;472;504;523;501
4300.0;472;504;523;501
4400.0;472;505;522;501
4500.0;472;505;522;501
4600.0;472;505;522;501
4700.0;472;505;522;501
4800.0;472;505;522;501
4900.0;472;505;522;501
5000.0;472;505;522;501
5100.0;472;505;522;501
5200.0;472;505;522;501
5300.0;472;505;522;501
5400.0;472;505;522;501
5500.0;472;505;522;501
5600.0;472;505;522;501
5700.0;472;505;522;501
5800.0;471;507;523;499
5900.0;471;508;522;499
6000.0;470;509;523;498
6100.0;470;508;523;499
6200.0;470;509;523;498
6300.0;470;509;523;498
6400.0;470;509;523;498
6500.0;470;509;523;498
6600.0;470;509;523;498
6700.0;470;509;523;498
6800.0;471;508;523;498
6900.0;471;508;523;498
7000.0;473;507;522;498
7100.0;473;507;522;498
7200.0;474;507;521;498
7300.0;474;507;521;498
7400.0;474;507;521;498
7500.0;474;506;522;498
7600.0;474;506;522;498
7700.0;474;505;523;498
7800.0;474;505;523;498
7900.0;474;505;523;498
8000.0;474;505;523;498
8100.0;474;506;523;497
8200.0;474;506;523;497
8300.0;474;506;523;497
8400.0;473;507;523;497
8500.0;473;507;523;497
8600.0;473;507;523;497
8700.0;473;507;523;497
8800.0;473;507;523;497
8900.0;473;507;523;497
9000.0;473;507;523;497
9100.0;473;507;524;496
9200.0;473;507;524;496
9300.0;473;506;524;497
9400.0;473;506;524;497
9500.0;474;505;524;497
9600.0;474;505;524;497
9700.0;472;506;525;497
9800.0;472;506;525;497
9900.0;472;506;526;496
10000.0;472;505;526;497
10100.0;472;506;526;496
10200.0;472;506;526;496
10300.0;473;506;525;496
10400.0;472;505;525;498
10500.0;472;505;525;498
10600.0;472;505;525;498
10700.0;472;505;525;498
10800.0;472;505;525;498
10900.0;474;504;524;498
