time;ap0;ap1;ap2;ap3
100.0;445;431;455;469
200.0;445;431;455;469
300.0;445;431;455;469
400.0;445;431;455;469
500.0;445;431;455;469
600.0;445;431;455;469
700.0;445;431;455;469
800.0;445;431;455;469
900.0;445;431;455;469
1000.0;445;431;455;469
1100.0;445;431;455;469
1200.0;445;431;455;469
1300.0;445;431;456;468
1400.0;445;431;456;468
1500.0;445;431;456;468
1600.0;445;431;456;468
1700.0;446;431;456;467
1800.0;446;431;456;467
1900.0;446;431;455;468
2000.0;446;431;455;468
2100.0;446;431;455;468
2200.0;445;431;456;468
2300.0;445;431;457;467
2400.0;445;431;457;467
2500.0;445;431;457;467
2600.0;445;431;457;467
2700.0;445;431;457;467
2800.0;446;430;457;467
2900.0;446;431;457;466
3000.0;446;431;457;466
3100.0;446;431;457;466
3200.0;446;431;457;466
3300.0;446;431;457;466
3400.0;446;431;457;466
3500.0;446;431;457;466
3600.0;447;431;457;465
3700.0;447;431;457;465
3800.0;447;431;457;465
3900.0;447;431;457;465
4000.0;448;430;457;465
4100.0;448;430;457;465
4200.0;448;431;457;464
4300.0;448;431;457;464
4400.0;448;431;457;464
4500.0;448;431;456;465
4600.0;447;432;456;465
4700.0;447;433;456;464
4800.0;447;433;456;464
4900.0;447;433;456;464
5000.0;447;433;456;464
5100.0;447;433;456;464
5200.0;447;433;455;465
5300.0;447;434;454;465
5400.0;447;434;454;465
5500.0;447;434;454;465
5600.0;445;434;455;466
5700.0;445;434;455;466
5800.0;445;434;454;467
5900.0;446;434;454;466
6000.0;446;433;455;466
6100.0;446;433;455;466
6200.0;447;432;455;466
6300.0;446;431;457;466
6400.0;446;431;457;466
6500.0;446;431;457;466
6600.0;446;431;457;466
6700.0;446;431;457;466
6800.0;446;432;455;467
6900.0;446;432;455;467
7000.0;446;431;455;468
7100.0;446;431;455;468
7200.0;446;431;455;468
7300.0;446;431;455;468
7400.0;446;431;455;468
7500.0;446;432;455;467
7600.0;446;433;455;466
7700.0;446;433;455;466
7800.0;446;433;455;466
7900.0;446;432;455;467
8000.0;446;432;455;467
8100.0;446;432;455;467
8200.0;446;432;455;467
8300.0;445;434;455;466
8400.0;446;432;455;467
8500.0;446;432;455;467
8600.0;446;432;455;467
8700.0;446;432;455;467
8800.0;445;432;455;468
8900.0;445;432;455;468
9000.0;445;432;455;468
9100.0;444;432;456;468
9200.0;444;432;456;468
9300.0;443;433;456;468
9400.0;443;433;456;468
9500.0;443;433;456;468
9600.0;443;433;455;469
9700.0;443;433;455;469
9800.0;443;433;455;469
9900.0;443;433;455;469
10000.0;444;433;454;469
10100.0;444;433;454;469
10200.0;444;433;454;469
10300.0;444;433;454;469
10400.0;444;433;454;469
10500.0;444;433;454;469
10600.0;445;433;453;469
10700.0;445;433;453;469
10800.0;445;433;453;469
10900.0;445;432;454;469
