time;wlan;wan;man
100.0;0.0;0.042;0.0
200.0;0.0;0.338;0.0
300.0;0.0;0.795;0.0
400.0;0.041;5.613;0.0
500.0;0.082;2.824;0.041
600.0;0.082;3.348;0.082
700.0;0.205;1.594;0.123
800.0;0.205;0.837;0.123
900.0;0.287;2.864;0.164
1000.0;0.246;0.883;0.082
1100.0;0.451;5.797;0.246
1200.0;0.414;0.907;0.168
1300.0;0.502;0.987;0.256
1400.0;0.533;0.779;0.328
1500.0;0.574;0.8;0.246
1600.0;0.574;0.83;0.205
1700.0;0.474;0.861;0.205
1800.0;0.451;1.031;0.328
1900.0;1.411;0.984;0.124
2000.0;0.494;1.066;0.33
2100.0;2.741;0.779;0.492
2200.0;0.738;0.903;0.492
2300.0;0.89;1.018;0.369
2400.0;0.863;3.867;0.535
2500.0;0.422;3.333;0.258
2600.0;0.697;3.47;0.328
2700.0;0.656;1.517;0.492
2800.0;1.348;1.131;0.856
2900.0;0.861;1.599;0.328
3000.0;0.382;2.083;0.172
3100.0;2.743;2.095;2.527
3200.0;1.705;3.523;1.336
3300.0;0.779;5.38;0.328
3400.0;0.943;3.009;0.615
3500.0;1.148;8.377;0.738
3600.0;1.186;2.332;0.391
3700.0;0.861;2.435;0.328
3800.0;0.779;4.102;0.41
3900.0;1.476;2.189;0.451
4000.0;1.19;4.422;0.452
4100.0;1.551;2.554;0.492
4200.0;1.374;5.377;0.574
4300.0;1.873;2.629;0.656
4400.0;1.186;2.978;0.571
4500.0;1.394;3.139;0.328
4600.0;1.271;6.181;0.574
4700.0;1.592;4.909;0.615
4800.0;1.64;3.154;0.82
4900.0;0.984;3.736;0.451
5000.0;1.295;4.435;0.68
5100.0;1.312;4.554;0.533
5200.0;1.579;8.091;0.697
5300.0;2.082;3.608;0.738
5400.0;1.763;5.54;0.615
5500.0;2.04;8.001;0.945
5600.0;3.223;4.571;0.738
5700.0;1.722;5.697;0.861
5800.0;1.968;4.631;1.189
5900.0;1.774;4.497;1.2
6000.0;1.91;7.669;0.795
6100.0;1.373;4.905;0.369
6200.0;1.844;8.738;0.737
6300.0;1.23;7.537;0.451
6400.0;2.052;7.047;1.109
6500.0;1.829;6.58;1.008
6600.0;1.75;5.92;0.943
6700.0;1.34;9.545;0.738
6800.0;2.734;5.586;0.861
6900.0;1.57;9.723;0.668
7000.0;1.148;7.065;0.41
7100.0;1.722;6.692;0.902
7200.0;2.05;6.405;1.025
7300.0;2.422;7.779;0.946
7400.0;1.804;7.364;0.861
7500.0;1.927;6.554;0.779
7600.0;1.804;7.836;0.697
7700.0;1.804;5.694;0.984
7800.0;1.968;6.857;0.902
7900.0;1.804;7.908;0.943
8000.0;1.435;16.973;0.574
8100.0;2.214;9.046;0.861
8200.0;2.419;5.219;1.189
8300.0;1.651;5.91;0.82
8400.0;1.64;11.618;0.902
8500.0;2.278;10.201;0.82
8600.0;1.886;9.392;1.025
8700.0;1.797;6.949;0.743
8800.0;1.763;11.782;0.82
8900.0;1.558;6.62;0.738
9000.0;1.64;10.68;0.738
9100.0;3.094;6.661;0.91
9200.0;1.953;7.217;0.596
9300.0;5.245;11.487;2.18
9400.0;3.52;8.186;2.331
9500.0;1.968;6.612;0.697
9600.0;1.541;7.223;0.574
9700.0;1.859;6.663;1.066
9800.0;2.118;9.425;1.298
9900.0;2.173;6.491;1.066
10000.0;2.461;9.232;1.148
10100.0;2.419;6.956;1.107
10200.0;2.501;8.073;1.189
10300.0;2.583;6.519;0.82
10400.0;2.46;7.286;0.984
10500.0;2.05;7.613;1.189
10600.0;2.255;8.156;1.066
10700.0;2.583;7.21;1.394
10800.0;2.378;10.522;1.189
10900.0;1.968;14.048;0.943
