time;wlan;wan;man
100.0;0.075;0.329;0.034
200.0;2.977;1.599;2.813
300.0;0.414;2.18;0.291
400.0;0.631;6.023;0.246
500.0;0.599;3.694;0.23
600.0;3.188;3.843;2.778
700.0;0.793;2.771;0.533
800.0;1.293;2.343;0.637
900.0;0.861;6.112;0.451
1000.0;1.754;3.504;1.445
1100.0;1.895;9.073;0.492
1200.0;1.3;3.645;0.517
1300.0;1.281;4.887;0.451
1400.0;1.123;3.408;0.631
1500.0;0.997;4.233;0.246
1600.0;2.617;3.647;0.492
1700.0;1.808;4.275;1.234
1800.0;0.821;5.25;0.246
1900.0;2.436;5.277;1.862
2000.0;1.353;4.313;0.574
2100.0;1.189;10.603;0.492
2200.0;1.956;5.526;0.451
2300.0;1.871;4.314;0.615
2400.0;1.835;6.231;0.781
2500.0;1.895;7.862;0.984
2600.0;1.623;6.77;0.738
2700.0;2.026;8.015;0.41
2800.0;2.418;8.715;1.024
2900.0;2.296;6.718;0.82
3000.0;1.945;9.871;0.797
3100.0;2.455;10.62;1.43
3200.0;3.492;16.518;2.385
3300.0;2.255;10.116;0.697
3400.0;1.904;13.459;1.043
3500.0;2.625;14.779;1.6
3600.0;2.271;10.276;0.795
3700.0;2.164;8.908;1.098
3800.0;2.132;16.431;0.984
3900.0;6.218;10.327;5.193
4000.0;2.267;9.141;0.832
4100.0;4.325;10.788;2.767
4200.0;3.919;17.52;2.771
4300.0;2.926;13.575;1.86
4400.0;2.337;16.105;1.107
4500.0;2.16;22.536;0.807
4600.0;3.441;16.263;2.006
4700.0;2.795;9.848;1.23
4800.0;3.545;13.493;2.233
4900.0;3.158;17.801;1.436
5000.0;3.487;13.811;1.888
5100.0;3.156;11.193;1.189
5200.0;2.936;15.792;1.091
5300.0;4.655;13.243;3.22
5400.0;3.081;14.735;1.635
5500.0;2.665;14.364;1.312
5600.0;3.926;16.814;2.655
5700.0;1.968;17.183;0.738
5800.0;3.468;21.841;2.115
5900.0;2.47;17.885;0.987
6000.0;6.252;14.904;2.905
6100.0;3.095;14.069;1.189
6200.0;3.033;17.883;1.434
6300.0;2.501;20.517;1.148
6400.0;4.359;15.755;2.514
6500.0;3.526;19.52;1.599
6600.0;3.171;14.991;1.709
6700.0;4.345;21.706;2.828
6800.0;7.096;18.661;2.821
6900.0;2.513;19.255;0.996
7000.0;2.583;17.763;1.107
7100.0;3.28;16.406;1.394
7200.0;2.993;18.477;1.353
7300.0;2.993;20.002;1.517
7400.0;3.045;24.948;1.241
7500.0;2.87;18.846;1.148
7600.0;3.075;19.974;1.189
7700.0;2.993;17.901;1.107
7800.0;2.952;18.359;1.148
7900.0;3.362;18.358;1.599
8000.0;3.293;16.689;1.403
8100.0;3.659;21.852;2.06
8200.0;3.198;16.878;1.681
8300.0;2.911;20.574;1.353
8400.0;11.207;18.756;9.238
8500.0;3.608;20.157;1.435
8600.0;2.673;23.227;1.025
8700.0;4.125;17.878;1.148
8800.0;3.705;21.209;0.984
8900.0;3.157;27.128;1.435
9000.0;3.0;22.362;1.073
9100.0;5.995;21.467;4.384
9200.0;3.731;24.692;1.64
9300.0;2.697;20.926;1.025
9400.0;2.788;20.729;1.23
9500.0;5.444;23.333;1.152
9600.0;4.843;19.678;1.025
9700.0;3.975;21.457;1.073
9800.0;3.188;18.362;1.151
9900.0;3.195;19.119;1.309
10000.0;11.553;20.827;9.503
10100.0;3.239;22.14;1.312
10200.0;6.069;21.4;3.896
10300.0;3.403;22.817;1.312
10400.0;5.062;19.924;2.456
10500.0;3.444;20.345;1.148
10600.0;9.171;22.457;7.121
10700.0;3.157;20.652;1.107
10800.0;3.124;21.874;1.074
10900.0;3.884;23.097;1.629
