time;wlan;wan;man
100.0;0.143;0.0;0.109
200.0;3.861;0.0;2.988
300.0;1.086;0.0;0.342
400.0;5.41;0.0;5.123
500.0;1.919;0.0;1.36
600.0;6.58;0.0;1.033
700.0;1.886;0.0;1.264
800.0;3.167;0.0;2.364
900.0;4.782;0.0;3.985
1000.0;11.641;0.328;7.124
1100.0;3.33;4.904;2.715
1200.0;2.463;1.262;2.012
1300.0;2.401;2.892;1.827
1400.0;4.196;1.559;3.171
1500.0;4.38;1.843;3.396
1600.0;4.427;1.181;3.73
1700.0;2.96;1.748;2.427
1800.0;5.42;2.06;3.881
1900.0;6.256;1.501;5.477
2000.0;5.816;1.423;4.746
2100.0;6.016;6.59;3.477
2200.0;5.715;4.289;3.76
2300.0;3.097;2.262;2.125
2400.0;4.638;2.553;4.062
2500.0;3.403;3.426;2.378
2600.0;3.587;6.316;2.603
2700.0;4.008;4.52;3.242
2800.0;2.507;4.662;2.015
2900.0;3.033;5.041;1.689
3000.0;2.555;8.512;1.925
3100.0;3.706;8.835;3.255
3200.0;1.312;10.651;0.82
3300.0;2.238;18.303;1.451
3400.0;1.902;9.394;1.533
3500.0;6.908;10.914;6.457
3600.0;1.894;12.464;1.143
3700.0;5.096;7.128;4.809
3800.0;3.409;6.304;3.04
3900.0;4.762;7.333;4.229
4000.0;3.237;7.554;2.587
4100.0;2.654;12.471;2.296
4200.0;9.965;7.789;9.377
4300.0;6.178;7.818;5.727
4400.0;4.054;8.072;2.862
4500.0;7.822;8.742;7.524
4600.0;3.167;9.464;2.58
4700.0;3.149;9.528;2.243
4800.0;2.43;12.069;1.692
4900.0;2.01;14.947;1.477
5000.0;5.939;16.287;3.821
5100.0;2.885;13.94;2.388
5200.0;4.281;17.81;2.516
5300.0;4.262;15.119;2.46
5400.0;6.227;15.771;3.54
5500.0;4.775;16.722;4.119
5600.0;2.788;16.86;2.173
5700.0;4.675;17.171;2.542
5800.0;3.157;19.866;2.665
5900.0;4.612;18.187;3.723
6000.0;6.282;16.754;5.333
6100.0;4.448;17.537;3.649
6200.0;5.083;16.974;4.386
6300.0;10.126;17.94;8.896
6400.0;9.833;18.88;8.507
6500.0;4.961;15.827;3.649
6600.0;8.978;21.739;7.953
6700.0;6.034;18.038;5.173
6800.0;13.323;18.7;11.204
6900.0;7.358;19.218;6.292
7000.0;3.912;18.044;3.01
7100.0;6.061;16.001;3.47
7200.0;3.239;17.728;2.419
7300.0;3.0;18.305;2.379
7400.0;2.821;17.71;2.009
7500.0;6.161;18.913;4.467
7600.0;5.029;16.687;3.799
7700.0;3.627;18.709;3.094
7800.0;3.103;17.66;2.857
7900.0;11.233;18.525;10.488
8000.0;4.293;22.824;3.104
8100.0;5.307;17.547;4.364
8200.0;10.155;16.165;7.559
8300.0;6.822;17.23;5.756
8400.0;6.583;17.93;4.984
8500.0;5.997;21.905;4.931
8600.0;4.961;17.481;3.813
8700.0;5.774;16.744;4.182
8800.0;7.436;17.808;5.919
8900.0;5.815;17.252;4.339
9000.0;5.45;18.497;4.425
9100.0;7.1;16.441;5.952
9200.0;6.124;17.82;4.797
9300.0;5.571;19.437;3.617
9400.0;7.1;19.636;5.618
9500.0;9.243;19.348;4.592
9600.0;10.178;21.001;8.555
9700.0;8.402;17.943;7.172
9800.0;6.876;20.169;5.522
9900.0;5.333;20.671;4.021
10000.0;5.166;14.719;4.018
10100.0;6.588;18.614;5.235
10200.0;6.683;17.11;3.764
10300.0;7.053;17.097;5.618
10400.0;5.763;18.398;4.018
10500.0;8.864;17.333;6.325
10600.0;5.824;16.68;4.3
10700.0;14.286;14.033;10.709
10800.0;7.508;12.822;5.663
10900.0;3.239;11.411;2.46
