time;wlan;wan;man
100.0;0.527;0.0;0.471
200.0;5.855;0.0;3.506
300.0;3.115;0.0;2.824
400.0;6.202;0.0;5.697
500.0;4.781;0.0;3.37
600.0;7.318;0.0;3.929
700.0;2.71;0.0;1.972
800.0;3.706;0.362;3.059
900.0;4.59;1.273;4.016
1000.0;2.708;9.832;1.825
1100.0;7.161;7.256;6.464
1200.0;3.907;2.813;3.128
1300.0;3.978;5.035;3.404
1400.0;4.884;3.19;4.212
1500.0;5.118;2.0;3.945
1600.0;8.113;1.728;6.836
1700.0;5.323;1.742;4.037
1800.0;6.837;2.398;5.612
1900.0;5.692;5.347;5.261
2000.0;2.849;3.87;2.152
2100.0;8.495;6.233;8.028
2200.0;2.255;5.518;1.558
2300.0;2.047;4.628;1.635
2400.0;1.792;5.191;1.558
2500.0;5.943;6.019;5.574
2600.0;4.185;9.874;3.611
2700.0;2.214;11.013;1.681
2800.0;3.098;7.628;2.524
2900.0;3.427;8.085;3.017
3000.0;7.608;7.394;2.646
3100.0;2.335;12.315;1.756
3200.0;2.296;11.427;1.681
3300.0;3.006;7.663;2.096
3400.0;2.894;15.771;2.402
3500.0;3.743;18.037;2.787
3600.0;11.009;11.17;10.353
3700.0;3.639;10.281;2.86
3800.0;14.944;9.529;13.458
3900.0;2.698;16.481;1.64
4000.0;3.047;12.55;2.26
4100.0;5.909;15.115;3.871
4200.0;5.406;16.532;3.26
4300.0;4.017;18.335;3.11
4400.0;8.642;16.106;7.838
4500.0;5.225;16.482;3.355
4600.0;6.233;21.348;5.63
4700.0;3.42;16.815;2.583
4800.0;4.849;19.735;4.111
4900.0;2.649;17.312;1.993
5000.0;3.077;19.453;2.544
5100.0;2.954;19.292;2.708
5200.0;3.468;18.755;3.14
5300.0;3.297;19.135;3.01
5400.0;3.221;15.183;2.647
5500.0;4.244;16.757;3.67
5600.0;2.87;18.247;2.214
5700.0;5.327;17.607;4.589
5800.0;2.503;16.975;1.681
5900.0;4.348;17.461;3.528
6000.0;3.875;18.38;3.078
6100.0;1.812;17.644;1.174
6200.0;2.237;17.975;1.476
6300.0;2.865;17.062;2.168
6400.0;2.542;19.774;1.763
6500.0;5.906;15.141;5.209
6600.0;4.47;19.219;4.06
6700.0;2.173;20.713;1.722
6800.0;1.624;18.936;1.255
6900.0;1.558;18.167;1.394
7000.0;2.151;23.83;1.905
7100.0;1.148;15.673;0.902
7200.0;3.289;17.965;2.961
7300.0;2.443;17.306;2.074
7400.0;3.273;16.665;2.781
7500.0;4.479;22.027;4.11
7600.0;3.554;19.039;2.583
7700.0;3.888;17.102;3.034
7800.0;4.438;18.289;2.378
7900.0;8.078;19.205;7.353
8000.0;3.918;25.925;3.299
8100.0;7.66;18.164;3.399
8200.0;3.125;19.971;2.428
8300.0;5.802;21.693;4.747
8400.0;4.465;17.358;3.358
8500.0;4.05;21.847;3.198
8600.0;4.528;15.674;3.814
8700.0;5.41;16.947;3.372
8800.0;5.193;16.477;3.922
8900.0;4.856;17.46;3.503
9000.0;5.082;17.987;3.28
9100.0;10.026;18.005;4.449
9200.0;5.702;19.288;4.923
9300.0;3.69;19.626;2.993
9400.0;5.508;17.067;4.524
9500.0;4.237;17.408;3.376
9600.0;4.445;19.14;3.485
9700.0;10.803;13.788;7.921
9800.0;3.155;25.462;2.542
9900.0;4.018;20.547;3.239
10000.0;5.596;22.595;3.089
10100.0;9.153;23.207;6.984
10200.0;4.838;19.803;3.526
10300.0;6.478;18.61;5.207
10400.0;4.675;15.142;3.732
10500.0;3.321;16.564;2.583
10600.0;3.593;19.153;2.855
10700.0;3.239;14.045;2.501
10800.0;4.008;13.196;3.024
10900.0;5.058;17.238;2.415
