time;ap0;ap1;ap2;ap3
100.0;415;398;396;391
200.0;415;398;396;391
300.0;415;398;396;391
400.0;415;398;396;391
500.0;415;398;396;391
600.0;415;398;396;391
700.0;415;398;396;391
800.0;415;398;396;391
900.0;415;398;396;391
1000.0;414;398;397;391
1100.0;414;398;397;391
1200.0;414;398;397;391
1300.0;414;398;397;391
1400.0;414;398;397;391
1500.0;414;398;397;391
1600.0;413;398;398;391
1700.0;413;398;398;391
1800.0;413;398;398;391
1900.0;413;398;398;391
2000.0;413;398;398;391
2100.0;413;398;398;391
2200.0;413;398;398;391
2300.0;413;398;398;391
2400.0;413;398;398;391
2500.0;413;398;398;391
2600.0;414;398;398;390
2700.0;414;398;398;390
2800.0;414;398;398;390
2900.0;413;398;399;390
3000.0;413;398;399;390
3100.0;413;399;398;390
3200.0;413;399;398;390
3300.0;412;399;398;391
3400.0;413;398;398;391
3500.0;413;397;398;392
3600.0;413;397;398;392
3700.0;413;397;398;392
3800.0;413;397;398;392
3900.0;413;397;398;392
4000.0;413;397;398;392
4100.0;413;397;398;392
4200.0;413;397;398;392
4300.0;413;397;398;392
4400.0;413;397;398;392
4500.0;413;397;398;392
4600.0;414;396;398;392
4700.0;414;396;398;392
4800.0;414;396;398;392
4900.0;413;396;399;392
5000.0;413;396;399;392
5100.0;412;396;399;393
5200.0;412;396;399;393
5300.0;412;396;399;393
5400.0;412;396;399;393
5500.0;412;396;399;393
5600.0;412;396;399;393
5700.0;412;396;399;393
5800.0;412;396;399;393
5900.0;410;397;399;394
6000.0;410;397;399;394
6100.0;410;397;399;394
6200.0;410;396;399;395
6300.0;410;396;399;395
6400.0;410;396;399;395
6500.0;410;396;399;395
6600.0;410;397;399;394
6700.0;411;396;399;394
6800.0;410;396;399;395
6900.0;410;396;399;395
7000.0;410;396;399;395
7100.0;410;396;399;395
7200.0;410;396;399;395
7300.0;410;396;399;395
7400.0;410;395;400;395
7500.0;410;395;400;395
7600.0;410;395;400;395
7700.0;410;395;400;395
7800.0;410;395;400;395
7900.0;410;395;400;395
8000.0;410;396;400;394
8100.0;410;396;400;394
8200.0;410;396;400;394
8300.0;410;396;400;394
8400.0;412;396;400;392
8500.0;412;396;400;392
8600.0;413;396;399;392
8700.0;413;396;399;392
8800.0;413;396;399;392
8900.0;413;396;399;392
9000.0;413;396;399;392
9100.0;413;396;399;392
9200.0;413;396;399;392
9300.0;413;397;399;391
9400.0;413;397;399;391
9500.0;411;397;399;393
9600.0;410;397;399;394
9700.0;410;398;398;394
9800.0;409;398;398;395
9900.0;409;398;398;395
10000.0;409;398;398;395
10100.0;409;398;398;395
10200.0;409;397;398;396
10300.0;409;397;398;396
10400.0;409;397;398;396
10500.0;409;397;398;396
10600.0;409;397;397;397
10700.0;409;397;397;397
10800.0;409;397;397;397
10900.0;409;397;397;397
