time;wlan;wan;man
100.0;0.042;0.0;0.042
200.0;0.134;0.0;0.093
300.0;0.795;0.0;0.709
400.0;5.06;0.0;4.896
500.0;1.279;0.0;0.877
600.0;3.512;0.0;3.43
700.0;0.944;0.0;0.78
800.0;1.417;0.0;1.17
900.0;1.208;0.0;0.962
1000.0;9.079;0.0;8.729
1100.0;5.191;0.0;1.271
1200.0;1.608;0.0;0.993
1300.0;1.609;0.0;1.076
1400.0;3.284;0.0;2.71
1500.0;5.348;0.0;3.885
1600.0;1.609;0.0;1.236
1700.0;2.796;0.0;2.445
1800.0;3.491;0.0;1.564
1900.0;5.959;0.0;3.411
2000.0;3.889;0.0;3.475
2100.0;3.848;0.0;1.599
2200.0;1.887;0.0;1.394
2300.0;2.277;0.0;1.652
2400.0;2.175;0.0;1.847
2500.0;2.513;0.0;2.021
2600.0;2.486;0.0;1.968
2700.0;3.283;0.0;1.886
2800.0;3.053;0.0;2.151
2900.0;2.788;0.0;2.173
3000.0;3.039;0.0;2.419
3100.0;6.99;0.0;5.902
3200.0;4.235;0.0;3.21
3300.0;3.485;0.0;2.255
3400.0;3.587;0.0;2.48
3500.0;14.67;0.0;6.075
3600.0;4.297;0.0;3.313
3700.0;7.163;0.0;3.378
3800.0;5.426;0.0;3.526
3900.0;4.813;0.0;3.829
4000.0;5.619;0.0;3.456
4100.0;9.584;0.0;8.436
4200.0;5.162;0.0;4.116
4300.0;8.828;0.0;6.832
4400.0;5.073;0.0;3.805
4500.0;8.12;0.0;6.831
4600.0;5.91;0.0;4.269
4700.0;5.875;0.041;4.449
4800.0;8.793;0.779;7.932
4900.0;5.54;0.533;4.187
5000.0;5.389;1.025;4.323
5100.0;6.146;1.517;3.874
5200.0;6.575;1.682;5.49
5300.0;6.095;1.763;5.275
5400.0;7.126;1.386;5.804
5500.0;9.021;5.643;8.163
5600.0;8.375;1.913;7.43
5700.0;7.585;2.723;5.636
5800.0;5.693;1.763;3.772
5900.0;7.715;2.134;6.608
6000.0;5.53;3.583;4.464
6100.0;4.538;2.642;3.441
6200.0;6.548;2.602;5.236
6300.0;4.735;6.133;4.12
6400.0;4.901;3.509;3.911
6500.0;5.447;5.85;4.668
6600.0;9.274;7.58;7.271
6700.0;5.328;7.721;3.28
6800.0;7.044;2.911;5.031
6900.0;9.366;4.207;7.84
7000.0;8.724;5.287;7.11
7100.0;7.097;4.238;5.744
7200.0;5.077;3.321;3.649
7300.0;6.34;4.475;4.331
7400.0;6.938;4.492;5.134
7500.0;7.518;5.271;6.206
7600.0;6.603;4.497;5.454
7700.0;6.019;4.108;5.199
7800.0;5.793;3.575;4.44
7900.0;5.698;5.736;4.386
8000.0;8.531;9.208;6.739
8100.0;8.302;5.815;6.334
8200.0;9.855;2.306;7.356
8300.0;10.676;3.788;5.116
8400.0;11.11;6.218;9.306
8500.0;7.916;2.357;5.743
8600.0;7.181;6.798;5.125
8700.0;8.067;4.197;5.202
8800.0;7.937;5.409;5.776
8900.0;7.298;2.771;5.453
9000.0;7.147;6.607;5.425
9100.0;10.085;2.873;8.035
9200.0;7.112;4.744;5.106
9300.0;9.503;10.2;8.109
9400.0;6.995;5.116;6.011
9500.0;5.453;4.462;4.469
9600.0;8.845;4.346;7.492
9700.0;8.386;4.572;7.156
9800.0;5.921;7.536;4.677
9900.0;6.552;4.429;4.633
10000.0;6.028;6.154;4.593
10100.0;6.234;5.55;4.51
10200.0;7.262;5.496;5.663
10300.0;6.396;5.655;4.756
10400.0;6.516;4.742;4.876
10500.0;5.125;7.845;3.649
10600.0;6.187;5.613;4.711
10700.0;7.414;5.774;6.266
10800.0;6.815;6.347;4.387
10900.0;5.875;8.825;4.498
