time;ap0;ap1;ap2;ap3
100.0;445;431;455;469
200.0;445;431;455;469
300.0;445;431;455;469
400.0;447;431;455;467
500.0;447;431;455;467
600.0;447;431;455;467
700.0;447;431;455;467
800.0;447;431;455;467
900.0;447;431;455;467
1000.0;447;431;455;467
1100.0;447;431;455;467
1200.0;447;432;454;467
1300.0;447;432;454;467
1400.0;446;432;455;467
1500.0;446;432;455;467
1600.0;446;432;456;466
1700.0;446;432;457;465
1800.0;446;432;457;465
1900.0;446;432;457;465
2000.0;447;431;457;465
2100.0;448;430;457;465
2200.0;448;430;457;465
2300.0;448;430;457;465
2400.0;448;430;457;465
2500.0;449;430;457;464
2600.0;449;430;457;464
2700.0;449;430;457;464
2800.0;449;430;457;464
2900.0;449;430;457;464
3000.0;449;430;457;464
3100.0;449;430;457;464
3200.0;449;430;457;464
3300.0;449;430;457;464
3400.0;449;430;457;464
3500.0;449;430;457;464
3600.0;449;430;457;464
3700.0;449;430;457;464
3800.0;449;430;457;464
3900.0;449;430;457;464
4000.0;449;430;457;464
4100.0;449;430;457;464
4200.0;449;430;457;464
4300.0;449;430;457;464
4400.0;449;431;456;464
4500.0;449;431;456;464
4600.0;448;431;456;465
4700.0;448;431;456;465
4800.0;448;432;455;465
4900.0;448;432;455;465
5000.0;448;432;455;465
5100.0;448;432;455;465
5200.0;448;432;455;465
5300.0;448;432;455;465
5400.0;448;432;455;465
5500.0;448;432;455;465
5600.0;448;432;455;465
5700.0;448;432;455;465
5800.0;448;432;455;465
5900.0;448;432;454;466
6000.0;448;432;454;466
6100.0;447;432;455;466
6200.0;447;432;455;466
6300.0;447;432;455;466
6400.0;447;433;455;465
6500.0;447;433;455;465
6600.0;445;433;455;467
6700.0;445;434;455;466
6800.0;445;434;455;466
6900.0;445;434;455;466
7000.0;446;433;455;466
7100.0;445;433;455;467
7200.0;445;433;455;467
7300.0;445;433;455;467
7400.0;445;433;455;467
7500.0;446;432;455;467
7600.0;445;432;456;467
7700.0;445;432;457;466
7800.0;445;432;457;466
7900.0;445;432;457;466
8000.0;445;432;457;466
8100.0;445;432;457;466
8200.0;445;432;457;466
8300.0;445;432;457;466
8400.0;445;432;457;466
8500.0;445;432;457;466
8600.0;446;432;456;466
8700.0;446;432;456;466
8800.0;447;432;456;465
8900.0;447;432;456;465
9000.0;447;432;456;465
9100.0;447;432;456;465
9200.0;447;432;456;465
9300.0;447;432;456;465
9400.0;447;432;456;465
9500.0;447;432;456;465
9600.0;448;432;455;465
9700.0;448;432;455;465
9800.0;448;432;455;465
9900.0;448;432;455;465
10000.0;448;432;455;465
10100.0;448;432;455;465
10200.0;448;432;455;465
10300.0;448;432;455;465
10400.0;448;432;455;465
10500.0;448;432;455;465
10600.0;448;432;454;466
10700.0;449;432;455;464
10800.0;449;432;455;464
10900.0;449;432;455;464
