time;ap0;ap1;ap2;ap3
100.0;473;506;522;499
200.0;473;507;521;499
300.0;473;507;521;499
400.0;474;507;521;498
500.0;473;507;521;499
600.0;473;507;520;500
700.0;472;508;519;501
800.0;472;507;519;502
900.0;472;507;520;501
1000.0;472;507;520;501
1100.0;472;507;520;501
1200.0;472;507;520;501
1300.0;472;507;520;501
1400.0;472;507;520;501
1500.0;472;507;520;501
1600.0;472;507;520;501
1700.0;473;506;520;501
1800.0;474;506;519;501
1900.0;474;505;520;501
2000.0;474;504;520;502
2100.0;474;504;520;502
2200.0;475;504;520;501
2300.0;476;504;519;501
2400.0;476;504;519;501
2500.0;476;504;519;501
2600.0;476;504;519;501
2700.0;476;504;519;501
2800.0;477;504;518;501
2900.0;478;504;518;500
3000.0;479;503;518;500
3100.0;479;503;518;500
3200.0;479;503;519;499
3300.0;479;503;519;499
3400.0;480;503;518;499
3500.0;480;504;518;498
3600.0;480;502;518;500
3700.0;480;502;518;500
3800.0;480;502;518;500
3900.0;481;502;518;499
4000.0;481;502;518;499
4100.0;481;502;517;500
4200.0;481;502;517;500
4300.0;481;502;517;500
4400.0;481;502;517;500
4500.0;481;502;516;501
4600.0;481;502;516;501
4700.0;481;501;515;503
4800.0;481;501;515;503
4900.0;481;501;515;503
5000.0;481;501;515;503
5100.0;481;501;515;503
5200.0;481;501;515;503
5300.0;481;500;515;504
5400.0;481;500;515;504
5500.0;481;500;515;504
5600.0;481;500;515;504
5700.0;481;500;515;504
5800.0;481;500;515;504
5900.0;481;500;515;504
6000.0;481;500;515;504
6100.0;481;500;515;504
6200.0;481;500;514;505
6300.0;481;500;515;504
6400.0;481;501;514;504
6500.0;482;501;514;503
6600.0;482;500;515;503
6700.0;482;499;515;504
6800.0;482;499;515;504
6900.0;481;499;515;505
7000.0;481;499;515;505
7100.0;481;500;515;504
7200.0;481;500;514;505
7300.0;481;501;513;505
7400.0;481;502;513;504
7500.0;481;502;513;504
7600.0;481;502;513;504
7700.0;480;501;514;505
7800.0;480;501;514;505
7900.0;480;501;514;505
8000.0;480;501;514;505
8100.0;480;501;514;505
8200.0;480;501;514;505
8300.0;481;501;513;505
8400.0;481;501;513;505
8500.0;481;501;513;505
8600.0;480;503;513;504
8700.0;479;503;514;504
8800.0;479;502;515;504
8900.0;479;502;515;504
9000.0;479;502;515;504
9100.0;479;502;515;504
9200.0;478;502;516;504
9300.0;478;502;516;504
9400.0;478;503;515;504
9500.0;478;503;514;505
9600.0;478;503;514;505
9700.0;478;503;514;505
9800.0;478;503;514;505
9900.0;478;503;514;505
10000.0;478;503;514;505
10100.0;478;503;513;506
10200.0;479;502;513;506
10300.0;479;502;513;506
10400.0;479;501;513;507
10500.0;480;501;512;507
10600.0;480;501;512;507
10700.0;480;501;512;507
10800.0;480;501;512;507
10900.0;480;501;512;507
