time;wlan;wan;man
100.0;0.034;0.109;0.034
200.0;2.772;1.271;2.772
300.0;0.863;1.295;0.205
400.0;0.309;6.175;0.309
500.0;1.025;2.734;1.0
600.0;5.998;0.5;3.548
700.0;1.067;1.793;0.944
800.0;2.429;0.802;2.306
900.0;3.079;5.07;2.828
1000.0;5.391;1.457;5.268
1100.0;6.061;3.185;5.897
1200.0;1.492;1.943;1.246
1300.0;1.476;2.467;1.23
1400.0;1.732;2.102;1.568
1500.0;3.506;1.997;1.796
1600.0;4.18;4.952;3.77
1700.0;3.392;4.767;3.187
1800.0;2.05;3.834;1.558
1900.0;3.132;4.412;2.804
2000.0;2.929;2.699;2.56
2100.0;3.518;5.204;3.149
2200.0;2.206;5.277;2.165
2300.0;0.902;5.33;0.82
2400.0;1.715;4.849;1.51
2500.0;2.55;5.699;2.14
2600.0;2.119;8.351;1.627
2700.0;3.373;6.17;2.758
2800.0;3.339;6.584;3.093
2900.0;4.113;6.683;2.605
3000.0;5.161;7.516;4.751
3100.0;3.061;8.018;2.541
3200.0;4.977;9.355;3.825
3300.0;3.731;7.266;2.993
3400.0;4.183;7.265;3.076
3500.0;4.896;10.406;3.707
3600.0;5.579;7.063;4.882
3700.0;3.824;9.15;2.988
3800.0;14.502;6.028;5.726
3900.0;5.002;12.429;4.059
4000.0;5.818;5.789;4.625
4100.0;6.532;7.967;4.769
4200.0;7.62;10.958;6.14
4300.0;7.804;11.956;6.369
4400.0;14.114;7.113;9.826
4500.0;7.162;8.321;6.178
4600.0;6.644;9.424;4.962
4700.0;7.038;16.191;5.152
4800.0;6.434;14.11;4.635
4900.0;10.222;7.833;7.409
5000.0;10.181;20.9;8.869
5100.0;6.523;7.486;4.678
5200.0;10.212;13.111;8.243
5300.0;8.81;8.914;5.822
5400.0;7.419;8.78;6.201
5500.0;10.261;18.001;6.825
5600.0;9.482;8.651;7.887
5700.0;8.725;12.68;5.781
5800.0;7.767;10.122;5.963
5900.0;7.217;13.706;5.29
6000.0;7.91;10.394;6.024
6100.0;10.851;11.076;9.521
6200.0;16.123;10.307;12.341
6300.0;7.581;10.793;5.572
6400.0;7.662;18.787;5.612
6500.0;8.188;13.683;6.671
6600.0;8.849;13.896;6.17
6700.0;8.342;13.968;6.191
6800.0;9.625;14.58;7.448
6900.0;8.843;17.375;6.273
7000.0;15.946;14.904;13.732
7100.0;11.739;16.634;9.607
7200.0;9.406;15.842;7.274
7300.0;9.225;19.329;6.601
7400.0;8.324;16.989;6.028
7500.0;8.061;19.077;5.888
7600.0;8.403;20.856;6.516
7700.0;9.763;18.037;7.836
7800.0;10.853;16.771;8.639
7900.0;8.61;20.723;6.109
8000.0;8.147;18.851;6.015
8100.0;9.483;17.94;7.187
8200.0;12.143;23.3;9.95
8300.0;11.929;15.808;9.665
8400.0;12.64;20.217;7.187
8500.0;9.909;17.436;7.508
8600.0;9.674;16.195;7.337
8700.0;11.034;17.065;8.607
8800.0;8.894;17.225;6.762
8900.0;9.025;16.66;6.811
9000.0;9.743;18.279;7.611
9100.0;14.55;18.36;9.652
9200.0;8.504;17.277;6.126
9300.0;11.337;18.576;6.469
9400.0;11.805;17.364;8.84
9500.0;8.986;17.857;6.649
9600.0;15.652;25.805;13.192
9700.0;9.781;19.431;7.684
9800.0;9.404;15.828;7.023
9900.0;24.068;18.204;19.021
10000.0;14.204;24.586;11.744
10100.0;13.446;18.713;10.863
10200.0;9.472;20.3;7.134
10300.0;10.289;19.458;7.993
10400.0;13.953;15.221;10.878
10500.0;11.163;19.443;8.375
10600.0;11.364;19.319;8.925
10700.0;12.749;21.351;8.297
10800.0;8.827;19.589;6.449
10900.0;14.23;29.353;10.213
