time;wlan;wan;man
100.0;0.0;0.042;0.0
200.0;0.0;0.338;0.0
300.0;0.699;0.092;0.041
400.0;0.0;1.89;0.0
500.0;0.0;2.243;0.0
600.0;0.0;0.333;0.0
700.0;0.0;0.369;0.0
800.0;0.041;0.418;0.041
900.0;0.0;1.934;0.0
1000.0;0.0;4.48;0.0
1100.0;0.246;5.469;0.205
1200.0;0.287;0.374;0.287
1300.0;0.287;0.536;0.287
1400.0;0.328;0.41;0.328
1500.0;0.328;0.41;0.328
1600.0;0.332;0.744;0.291
1700.0;0.41;0.392;0.41
1800.0;2.091;1.492;2.091
1900.0;0.287;0.369;0.287
2000.0;0.539;0.369;0.455
2100.0;0.492;0.369;0.328
2200.0;0.451;0.369;0.328
2300.0;0.492;0.379;0.328
2400.0;0.41;0.369;0.287
2500.0;0.627;0.369;0.451
2600.0;0.533;2.606;0.41
2700.0;0.738;0.369;0.574
2800.0;0.701;0.41;0.619
2900.0;0.82;0.451;0.697
3000.0;0.926;0.465;0.757
3100.0;2.7;0.52;2.484
3200.0;1.066;0.493;0.861
3300.0;1.025;1.627;0.861
3400.0;1.026;4.062;0.78
3500.0;8.595;0.615;8.185
3600.0;1.435;0.656;0.943
3700.0;1.025;0.984;0.533
3800.0;1.65;1.025;1.24
3900.0;1.107;1.081;0.738
4000.0;2.017;1.352;1.607
4100.0;1.275;1.119;0.779
4200.0;1.292;3.493;0.902
4300.0;2.746;1.107;1.57
4400.0;1.312;1.107;1.025
4500.0;1.324;1.2;1.025
4600.0;1.304;3.315;1.017
4700.0;3.507;9.447;3.302
4800.0;1.066;1.905;0.902
4900.0;1.066;1.886;0.861
5000.0;1.148;1.81;0.984
5100.0;1.312;2.381;1.066
5200.0;1.23;3.238;1.025
5300.0;3.669;1.845;1.942
5400.0;1.312;2.621;0.984
5500.0;1.27;1.893;0.983
5600.0;1.807;1.804;1.561
5700.0;2.452;2.214;2.083
5800.0;1.066;2.501;0.738
5900.0;5.095;2.133;4.808
6000.0;1.115;2.271;0.828
6100.0;1.486;3.726;1.199
6200.0;1.538;5.305;1.284
6300.0;1.148;2.665;0.861
6400.0;1.413;3.122;1.167
6500.0;1.149;3.731;0.861
6600.0;0.903;3.731;0.575
6700.0;5.044;4.193;4.688
6800.0;1.071;3.936;0.784
6900.0;2.166;4.387;1.92
7000.0;1.975;4.51;1.647
7100.0;1.372;5.194;1.167
7200.0;1.025;6.667;0.902
7300.0;1.32;4.242;1.109
7400.0;1.353;9.72;1.148
7500.0;1.709;4.279;1.422
7600.0;2.056;4.592;1.796
7700.0;1.074;6.382;0.935
7800.0;0.984;5.979;0.697
7900.0;1.239;8.014;0.911
8000.0;0.866;5.118;0.702
8100.0;4.076;11.631;3.183
8200.0;3.396;8.013;3.027
8300.0;2.584;4.888;1.762
8400.0;2.991;6.162;2.745
8500.0;1.694;5.043;1.53
8600.0;1.657;5.381;1.452
8700.0;1.353;5.057;1.025
8800.0;1.476;4.908;1.23
8900.0;2.355;4.886;2.15
9000.0;5.787;5.229;5.705
9100.0;1.402;6.05;1.361
9200.0;2.125;5.753;1.76
9300.0;2.133;7.395;1.805
9400.0;5.772;4.378;5.649
9500.0;2.222;8.209;1.804
9600.0;1.722;7.18;1.558
9700.0;3.579;6.244;3.292
9800.0;3.203;5.959;2.957
9900.0;2.173;5.54;1.722
10000.0;2.286;9.098;1.763
10100.0;2.79;4.558;2.38
10200.0;1.886;6.814;1.476
10300.0;3.568;5.449;3.24
10400.0;2.264;4.219;1.977
10500.0;3.035;7.608;2.707
10600.0;2.337;4.7;1.886
10700.0;2.419;5.863;2.132
10800.0;4.011;7.407;3.56
10900.0;4.488;10.735;3.914
