time;ap0;ap1;ap2;ap3
100.0;305;308;292;295
200.0;305;308;292;295
300.0;305;308;292;295
400.0;305;308;292;295
500.0;305;308;292;295
600.0;305;308;292;295
700.0;305;309;292;294
800.0;305;309;292;294
900.0;305;309;292;294
1000.0;306;308;292;294
1100.0;306;308;292;294
1200.0;306;308;292;294
1300.0;305;308;293;294
1400.0;305;308;292;295
1500.0;305;308;292;295
1600.0;305;308;292;295
1700.0;305;308;293;294
1800.0;305;308;294;293
1900.0;305;308;294;293
2000.0;305;308;294;293
2100.0;304;308;294;294
2200.0;305;308;293;294
2300.0;305;308;293;294
2400.0;305;307;294;294
2500.0;304;307;294;295
2600.0;304;307;294;295
2700.0;304;307;294;295
2800.0;304;307;294;295
2900.0;304;307;294;295
3000.0;303;307;295;295
3100.0;303;307;295;295
3200.0;304;306;295;295
3300.0;303;305;295;297
3400.0;303;305;295;297
3500.0;303;304;295;298
3600.0;303;304;295;298
3700.0;303;304;295;298
3800.0;303;304;295;298
3900.0;303;304;295;298
4000.0;303;304;295;298
4100.0;303;304;295;298
4200.0;302;304;296;298
4300.0;302;304;296;298
4400.0;301;305;296;298
4500.0;301;306;295;298
4600.0;301;306;295;298
4700.0;301;306;295;298
4800.0;301;307;294;298
4900.0;301;307;294;298
5000.0;301;307;294;298
5100.0;301;306;295;298
5200.0;301;306;295;298
5300.0;301;306;295;298
5400.0;301;306;295;298
5500.0;301;306;297;296
5600.0;301;306;297;296
5700.0;301;306;297;296
5800.0;301;306;297;296
5900.0;300;306;297;297
6000.0;300;306;297;297
6100.0;300;306;297;297
6200.0;300;306;297;297
6300.0;300;306;297;297
6400.0;300;306;297;297
6500.0;300;306;297;297
6600.0;300;306;297;297
6700.0;300;306;297;297
6800.0;300;306;297;297
6900.0;300;306;297;297
7000.0;300;305;298;297
7100.0;301;305;297;297
7200.0;301;305;297;297
7300.0;301;305;297;297
7400.0;301;305;297;297
7500.0;301;305;297;297
7600.0;301;305;297;297
7700.0;301;305;298;296
7800.0;302;305;298;295
7900.0;302;305;298;295
8000.0;302;305;298;295
8100.0;302;305;298;295
8200.0;303;305;298;294
8300.0;304;304;298;294
8400.0;304;304;298;294
8500.0;304;304;298;294
8600.0;304;304;298;294
8700.0;302;304;298;296
8800.0;302;304;298;296
8900.0;302;304;298;296
9000.0;302;304;298;296
9100.0;302;304;298;296
9200.0;302;303;298;297
9300.0;302;302;299;297
9400.0;302;302;299;297
9500.0;302;302;299;297
9600.0;302;302;299;297
9700.0;302;302;299;297
9800.0;303;302;299;296
9900.0;303;302;299;296
10000.0;302;302;299;297
10100.0;302;302;299;297
10200.0;301;302;299;298
10300.0;301;302;299;298
10400.0;301;302;299;298
10500.0;301;302;299;298
10600.0;301;302;299;298
10700.0;301;302;299;298
10800.0;301;302;299;298
10900.0;301;302;299;298
