time;wlan;wan;man
100.0;0.034;0.109;0.034
200.0;2.772;0.398;2.649
300.0;0.822;1.295;0.0
400.0;0.309;6.175;0.186
500.0;1.0;2.521;0.672
600.0;3.507;0.5;3.302
700.0;1.026;1.793;0.575
800.0;2.388;0.802;1.565
900.0;2.892;5.077;2.646
1000.0;8.556;1.457;8.392
1100.0;5.938;3.953;5.528
1200.0;1.275;1.862;0.988
1300.0;1.445;2.385;0.83
1400.0;1.394;1.928;0.738
1500.0;2.993;1.838;2.284
1600.0;1.587;4.382;1.025
1700.0;2.452;2.032;1.96
1800.0;1.318;3.296;0.826
1900.0;3.312;4.053;2.902
2000.0;2.54;2.348;2.007
2100.0;3.436;8.157;2.698
2200.0;1.804;5.296;0.902
2300.0;1.353;2.993;0.779
2400.0;0.945;3.938;0.494
2500.0;2.009;4.059;1.271
2600.0;2.077;4.581;1.421
2700.0;2.395;5.234;1.944
2800.0;2.424;5.678;1.307
2900.0;3.725;5.084;3.069
3000.0;2.096;6.024;1.626
3100.0;2.902;6.596;2.048
3200.0;3.702;5.744;2.243
3300.0;2.439;6.564;1.988
3400.0;3.116;6.003;2.542
3500.0;18.042;5.904;9.98
3600.0;5.266;7.248;4.588
3700.0;3.742;9.21;2.716
3800.0;12.289;8.104;11.548
3900.0;4.106;10.545;3.327
4000.0;3.398;8.014;2.42
4100.0;7.023;9.073;6.035
4200.0;8.491;7.249;5.74
4300.0;4.335;8.448;3.187
4400.0;7.256;17.432;6.354
4500.0;3.998;7.759;3.137
4600.0;3.425;10.821;2.523
4700.0;5.455;17.324;4.054
4800.0;7.076;7.874;5.756
4900.0;6.589;8.79;5.089
5000.0;9.657;8.503;4.799
5100.0;5.467;8.794;4.237
5200.0;8.212;7.648;6.469
5300.0;10.672;11.879;7.002
5400.0;9.612;9.579;7.619
5500.0;7.673;12.052;5.541
5600.0;7.134;11.379;5.289
5700.0;6.88;9.469;4.042
5800.0;7.726;8.54;5.799
5900.0;8.293;9.415;6.027
6000.0;8.54;8.606;6.875
6100.0;9.105;12.085;7.752
6200.0;7.284;12.139;5.931
6300.0;7.595;15.414;5.986
6400.0;10.048;13.676;7.713
6500.0;9.575;8.611;7.525
6600.0;12.578;14.099;10.569
6700.0;9.447;12.029;7.52
6800.0;9.18;10.614;6.843
6900.0;8.643;13.71;6.437
7000.0;9.282;12.731;6.085
7100.0;10.713;11.666;8.458
7200.0;7.708;14.152;5.617
7300.0;10.297;12.407;6.377
7400.0;10.836;16.906;9.316
7500.0;9.121;18.921;7.006
7600.0;10.808;17.496;8.14
7700.0;10.16;16.036;7.577
7800.0;9.216;19.707;6.968
7900.0;9.225;15.342;6.765
8000.0;11.142;20.152;9.051
8100.0;9.129;19.192;6.806
8200.0;12.737;17.427;9.533
8300.0;10.44;19.516;7.577
8400.0;9.354;16.318;6.771
8500.0;12.039;20.266;9.899
8600.0;10.048;16.359;8.244
8700.0;9.241;17.871;6.753
8800.0;9.821;17.594;7.853
8900.0;8.722;18.141;6.068
9000.0;8.809;19.232;6.705
9100.0;12.652;16.932;9.6
9200.0;8.672;17.591;6.581
9300.0;14.805;17.211;13.042
9400.0;10.661;17.752;8.105
9500.0;14.31;19.186;11.925
9600.0;10.584;18.129;8.165
9700.0;10.886;15.717;7.44
9800.0;11.558;18.545;9.224
9900.0;15.117;19.708;12.444
10000.0;10.004;20.264;7.667
10100.0;9.644;21.722;7.635
10200.0;10.193;16.564;8.102
10300.0;12.885;17.64;10.22
10400.0;11.064;16.4;7.773
10500.0;10.104;18.794;6.867
10600.0;9.679;18.163;6.973
10700.0;16.71;17.343;9.178
10800.0;11.473;20.193;8.661
10900.0;13.511;29.807;11.051
