time;wlan;wan;man
100.0;0.486;0.0;0.306
200.0;5.829;0.0;4.189
300.0;1.865;0.0;0.961
400.0;6.23;0.0;4.641
500.0;4.863;0.0;2.125
600.0;7.359;0.0;6.905
700.0;2.751;0.0;2.334
800.0;3.91;0.28;3.417
900.0;4.438;0.804;3.904
1000.0;10.471;1.498;9.979
1100.0;3.392;2.492;2.901
1200.0;3.763;3.148;2.236
1300.0;2.429;3.362;1.978
1400.0;3.917;4.085;3.425
1500.0;4.564;3.916;3.977
1600.0;3.368;3.53;2.712
1700.0;5.234;4.562;4.317
1800.0;4.028;6.147;3.11
1900.0;5.625;4.961;4.928
2000.0;2.851;4.717;1.963
2100.0;5.548;6.642;4.259
2200.0;4.928;7.339;4.805
2300.0;7.206;6.582;6.919
2400.0;3.478;6.246;2.772
2500.0;9.173;6.604;6.517
2600.0;3.489;7.487;2.87
2700.0;4.588;7.954;3.054
2800.0;3.201;9.096;2.337
2900.0;3.511;8.824;2.718
3000.0;2.297;10.205;2.092
3100.0;3.952;14.499;1.64
3200.0;3.658;11.545;2.594
3300.0;2.617;11.1;2.084
3400.0;1.968;15.449;1.64
3500.0;2.46;17.302;2.05
3600.0;5.998;15.577;5.629
3700.0;3.036;15.746;2.163
3800.0;2.938;15.676;2.241
3900.0;4.779;21.967;2.174
4000.0;2.419;14.607;1.927
4100.0;4.07;18.821;2.636
4200.0;2.315;19.965;1.73
4300.0;1.886;18.923;1.394
4400.0;3.891;17.881;3.522
4500.0;4.609;23.63;3.994
4600.0;4.338;16.301;3.6
4700.0;3.915;17.363;2.911
4800.0;2.969;18.631;2.392
4900.0;3.668;15.774;3.176
5000.0;4.963;17.956;4.143
5100.0;4.876;17.906;4.22
5200.0;3.403;18.581;2.665
5300.0;4.346;16.105;3.444
5400.0;7.391;16.013;6.005
5500.0;5.129;19.258;2.749
5600.0;4.978;19.987;3.203
5700.0;6.267;16.93;5.119
5800.0;4.851;15.436;3.334
5900.0;4.626;19.16;3.103
6000.0;3.321;16.492;2.501
6100.0;3.785;15.908;3.092
6200.0;5.748;15.745;4.71
6300.0;3.235;17.519;2.743
6400.0;9.335;17.63;5.962
6500.0;5.159;21.398;2.707
6600.0;8.753;19.226;3.158
6700.0;5.088;16.592;4.104
6800.0;8.62;17.277;7.636
6900.0;7.099;33.386;4.438
7000.0;7.578;19.442;6.676
7100.0;4.654;18.049;3.793
7200.0;4.609;18.674;3.83
7300.0;6.148;15.832;3.159
7400.0;6.064;21.462;4.916
7500.0;3.198;20.383;2.378
7600.0;4.775;15.798;3.791
7700.0;4.479;16.356;3.577
7800.0;4.917;21.78;4.138
7900.0;7.202;22.162;6.218
8000.0;6.191;16.713;5.174
8100.0;5.063;16.176;4.146
8200.0;10.145;18.899;7.118
8300.0;4.482;20.694;3.621
8400.0;4.141;19.735;3.157
8500.0;5.992;14.775;3.908
8600.0;4.387;17.688;3.649
8700.0;6.213;19.9;4.942
8800.0;5.737;15.203;4.466
8900.0;5.334;20.888;4.268
9000.0;5.68;16.605;3.545
9100.0;4.641;19.062;3.239
9200.0;5.895;17.832;4.747
9300.0;8.032;22.583;6.761
9400.0;3.608;19.773;2.87
9500.0;7.459;18.466;3.587
9600.0;4.75;17.505;3.455
9700.0;3.075;19.169;2.05
9800.0;5.242;16.727;4.012
9900.0;5.006;18.157;4.473
10000.0;3.895;18.649;3.116
10100.0;6.256;19.956;4.903
10200.0;5.623;18.407;4.735
10300.0;5.069;19.011;4.044
10400.0;3.936;16.696;3.034
10500.0;4.145;21.847;3.366
10600.0;4.928;19.982;3.903
10700.0;4.274;13.148;3.321
10800.0;4.847;17.48;3.362
10900.0;3.414;10.499;1.722
