time;wlan;wan;man
100.0;0.034;0.0;0.034
200.0;0.134;0.0;0.134
300.0;0.781;0.0;0.781
400.0;0.205;0.0;0.205
500.0;0.328;0.0;0.328
600.0;0.292;0.0;0.287
700.0;0.328;0.0;0.328
800.0;0.329;0.0;0.287
900.0;0.387;0.0;0.387
1000.0;4.025;0.0;4.025
1100.0;4.207;0.0;4.125
1200.0;0.661;0.0;0.497
1300.0;0.615;0.0;0.492
1400.0;2.341;0.0;2.177
1500.0;0.697;0.0;0.492
1600.0;3.259;0.0;3.095
1700.0;0.638;0.0;0.474
1800.0;2.419;0.0;2.214
1900.0;1.697;0.0;1.533
2000.0;0.656;0.0;0.492
2100.0;0.656;0.0;0.492
2200.0;0.656;0.0;0.492
2300.0;0.574;0.0;0.41
2400.0;0.656;0.0;0.492
2500.0;0.779;0.0;0.615
2600.0;0.761;0.0;0.597
2700.0;0.861;0.0;0.697
2800.0;0.82;0.0;0.615
2900.0;0.82;0.0;0.656
3000.0;0.834;0.0;0.67
3100.0;0.936;0.0;0.772
3200.0;0.861;0.0;0.656
3300.0;0.943;0.0;0.738
3400.0;0.984;0.0;0.82
3500.0;8.595;0.0;8.472
3600.0;1.23;0.0;1.066
3700.0;1.353;0.0;1.23
3800.0;1.353;0.0;1.23
3900.0;1.931;0.0;1.353
4000.0;2.66;0.0;2.251
4100.0;2.938;0.0;1.312
4200.0;3.293;0.0;1.46
4300.0;2.693;0.0;2.447
4400.0;2.009;0.0;1.64
4500.0;2.102;0.0;1.763
4600.0;2.258;0.0;1.764
4700.0;2.253;0.0;1.804
4800.0;2.214;0.0;1.804
4900.0;2.091;0.0;1.722
5000.0;3.018;0.0;2.69
5100.0;2.244;0.0;1.774
5200.0;2.812;0.0;2.402
5300.0;2.419;0.0;2.009
5400.0;4.286;0.0;2.079
5500.0;2.501;0.0;2.132
5600.0;2.378;0.0;2.009
5700.0;2.542;0.0;2.05
5800.0;3.969;0.0;3.477
5900.0;4.119;0.0;3.545
6000.0;2.878;0.0;2.263
6100.0;2.733;0.0;2.009
6200.0;6.23;0.0;3.366
6300.0;6.489;0.0;5.956
6400.0;2.887;0.0;2.313
6500.0;2.788;0.0;2.296
6600.0;2.789;0.0;2.256
6700.0;2.993;0.0;2.501
6800.0;7.03;0.0;6.415
6900.0;2.758;0.0;2.143
7000.0;2.911;0.0;2.296
7100.0;3.76;0.0;3.186
7200.0;2.706;0.0;2.255
7300.0;2.69;0.0;2.261
7400.0;3.149;0.0;2.534
7500.0;3.379;0.0;2.32
7600.0;2.966;0.0;2.351
7700.0;3.157;0.0;2.624
7800.0;3.157;0.0;2.542
7900.0;5.449;0.0;4.875
8000.0;3.09;0.0;2.557
8100.0;3.26;0.0;2.481
8200.0;3.013;0.0;2.48
8300.0;3.077;0.0;2.412
8400.0;6.503;0.0;5.888
8500.0;4.516;0.0;3.942
8600.0;2.952;0.0;2.419
8700.0;3.309;0.0;2.612
8800.0;3.063;0.0;2.571
8900.0;3.387;0.0;2.731
9000.0;4.206;0.0;2.542
9100.0;3.193;0.0;2.742
9200.0;3.422;0.0;3.009
9300.0;4.609;0.0;4.117
9400.0;6.996;0.0;4.87
9500.0;3.575;0.0;3.165
9600.0;3.648;0.0;3.156
9700.0;6.193;0.0;5.496
9800.0;3.718;0.0;2.789
9900.0;3.895;0.0;3.201
10000.0;3.157;0.0;2.46
10100.0;3.945;0.0;3.289
10200.0;3.28;0.0;2.542
10300.0;3.65;0.0;2.87
10400.0;3.248;0.0;2.592
10500.0;4.884;0.0;4.105
10600.0;4.06;0.0;3.445
10700.0;7.489;0.0;6.874
10800.0;3.362;0.0;2.747
10900.0;1.927;0.0;1.599
