time;ap0;ap1;ap2;ap3
100.0;633;606;575;586
200.0;632;606;576;586
300.0;631;607;575;587
400.0;632;607;574;587
500.0;631;607;575;587
600.0;632;607;575;586
700.0;632;607;575;586
800.0;632;607;575;586
900.0;632;607;575;586
1000.0;633;607;575;585
1100.0;633;607;575;585
1200.0;633;607;575;585
1300.0;633;606;576;585
1400.0;633;605;577;585
1500.0;633;605;577;585
1600.0;633;605;577;585
1700.0;633;605;577;585
1800.0;633;605;577;585
1900.0;633;604;578;585
2000.0;633;604;578;585
2100.0;633;604;578;585
2200.0;635;603;577;585
2300.0;634;604;578;584
2400.0;635;604;577;584
2500.0;635;605;577;583
2600.0;634;606;577;583
2700.0;634;606;577;583
2800.0;634;606;577;583
2900.0;634;606;577;583
3000.0;634;606;577;583
3100.0;633;606;578;583
3200.0;632;606;578;584
3300.0;631;606;578;585
3400.0;633;605;577;585
3500.0;633;605;577;585
3600.0;633;605;577;585
3700.0;633;605;577;585
3800.0;631;605;579;585
3900.0;631;605;579;585
4000.0;631;605;579;585
4100.0;631;603;580;586
4200.0;631;602;580;587
4300.0;631;602;580;587
4400.0;632;602;579;587
4500.0;632;602;579;587
4600.0;632;602;579;587
4700.0;631;603;579;587
4800.0;632;603;579;586
4900.0;632;603;579;586
5000.0;632;603;578;587
5100.0;631;604;578;587
5200.0;631;604;578;587
5300.0;631;604;578;587
5400.0;631;604;578;587
5500.0;631;604;578;587
5600.0;632;605;577;586
5700.0;632;605;577;586
5800.0;633;605;577;585
5900.0;632;605;577;586
6000.0;631;604;578;587
6100.0;630;605;578;587
6200.0;630;605;578;587
6300.0;630;605;579;586
6400.0;631;604;579;586
6500.0;631;604;579;586
6600.0;631;604;579;586
6700.0;631;603;581;585
6800.0;631;603;581;585
6900.0;631;603;581;585
7000.0;631;603;581;585
7100.0;631;603;581;585
7200.0;631;603;581;585
7300.0;630;603;582;585
7400.0;630;603;582;585
7500.0;630;603;582;585
7600.0;630;603;582;585
7700.0;629;604;582;585
7800.0;629;603;582;586
7900.0;629;603;582;586
8000.0;630;603;582;585
8100.0;630;603;582;585
8200.0;630;603;582;585
8300.0;630;603;582;585
8400.0;630;603;582;585
8500.0;630;603;582;585
8600.0;629;604;582;585
8700.0;629;604;582;585
8800.0;629;604;582;585
8900.0;628;604;583;585
9000.0;628;604;583;585
9100.0;629;603;583;585
9200.0;631;602;582;585
9300.0;631;602;582;585
9400.0;631;601;582;586
9500.0;631;600;583;586
9600.0;630;600;583;587
9700.0;629;601;583;587
9800.0;629;601;583;587
9900.0;629;601;583;587
10000.0;629;601;583;587
10100.0;629;601;583;587
10200.0;629;601;583;587
10300.0;629;601;583;587
10400.0;629;601;583;587
10500.0;629;601;583;587
10600.0;629;601;583;587
10700.0;629;601;583;587
10800.0;629;601;583;587
10900.0;630;600;583;587
