time;wlan;wan;man
100.0;0.0;0.0;0.0
200.0;0.041;0.0;0.041
300.0;0.041;0.0;0.041
400.0;0.098;0.0;0.098
500.0;0.066;0.0;0.066
600.0;0.205;0.082;0.164
700.0;2.573;0.447;2.532
800.0;0.041;1.1;0.0
900.0;0.013;1.844;0.0
1000.0;0.0;1.775;0.0
1100.0;0.0;1.681;0.0
1200.0;1.075;1.451;1.075
1300.0;0.0;2.494;0.0
1400.0;0.0;1.405;0.0
1500.0;0.0;1.325;0.0
1600.0;0.082;3.888;0.041
1700.0;0.0;3.762;0.0
1800.0;0.088;2.512;0.088
1900.0;0.0;2.276;0.0
2000.0;1.975;1.264;1.975
2100.0;1.921;1.335;1.921
2200.0;0.0;3.371;0.0
2300.0;0.111;1.543;0.07
2400.0;0.0;4.884;0.0
2500.0;0.0;1.073;0.0
2600.0;0.0;2.741;0.0
2700.0;0.0;0.533;0.0
2800.0;0.0;0.822;0.0
2900.0;0.0;0.55;0.0
3000.0;0.0;0.468;0.0
3100.0;0.041;4.888;0.0
3200.0;1.008;0.438;0.0
3300.0;0.0;1.906;0.0
3400.0;0.018;0.455;0.018
3500.0;0.0;3.044;0.0
3600.0;0.022;0.262;0.0
3700.0;0.041;0.359;0.0
3800.0;0.0;0.29;0.0
3900.0;4.907;5.406;0.616
4000.0;0.0;0.688;0.0
4100.0;0.184;2.944;0.0
4200.0;0.041;5.217;0.0
4300.0;0.0;3.436;0.0
4400.0;0.0;0.734;0.0
4500.0;0.0;3.127;0.0
4600.0;0.0;3.004;0.0
4700.0;0.0;1.386;0.0
4800.0;0.0;2.216;0.0
4900.0;0.082;1.937;0.0
5000.0;0.0;4.877;0.0
5100.0;0.0;3.418;0.0
5200.0;0.0;1.306;0.0
5300.0;0.0;2.068;0.0
5400.0;0.0;4.386;0.0
5500.0;0.0;1.672;0.0
5600.0;0.205;3.407;0.0
5700.0;0.246;1.35;0.082
5800.0;0.0;8.514;0.0
5900.0;0.082;0.07;0.0
6000.0;0.123;0.613;0.082
6100.0;0.041;4.387;0.041
6200.0;0.18;3.41;0.0
6300.0;0.581;2.153;0.0
6400.0;0.024;2.471;0.024
6500.0;0.041;0.329;0.0
6600.0;0.0;0.93;0.0
6700.0;0.0;1.937;0.0
6800.0;0.0;3.294;0.0
6900.0;0.041;0.463;0.0
7000.0;0.0;0.841;0.0
7100.0;0.311;0.452;0.27
7200.0;0.0;2.439;0.0
7300.0;0.041;1.613;0.0
7400.0;0.09;1.041;0.0
7500.0;0.0;2.595;0.0
7600.0;0.0;0.47;0.0
7700.0;0.0;0.301;0.0
7800.0;0.0;1.87;0.0
7900.0;0.0;0.535;0.0
8000.0;0.0;0.41;0.0
8100.0;0.0;2.604;0.0
8200.0;0.662;1.269;0.0
8300.0;0.0;2.245;0.0
8400.0;0.0;9.412;0.0
8500.0;0.0;6.208;0.0
8600.0;0.041;1.541;0.0
8700.0;0.165;4.137;0.165
8800.0;0.0;3.044;0.0
8900.0;0.0;4.231;0.0
9000.0;0.0;3.027;0.0
9100.0;3.639;1.954;3.598
9200.0;0.082;3.402;0.082
9300.0;0.021;8.467;0.0
9400.0;0.164;8.769;0.123
9500.0;0.01;6.819;0.0
9600.0;1.582;4.932;0.0
9700.0;0.123;6.523;0.082
9800.0;0.082;9.194;0.082
9900.0;0.0;0.168;0.0
10000.0;0.557;0.601;0.0
10100.0;0.0;0.095;0.0
10200.0;0.0;2.246;0.0
10300.0;0.0;1.843;0.0
10400.0;0.041;2.428;0.0
10500.0;0.0;4.804;0.0
10600.0;0.0;1.59;0.0
10700.0;0.0;4.508;0.0
10800.0;0.0;2.882;0.0
10900.0;0.0;3.556;0.0
