time;wlan;wan;man
100.0;0.008;0.0;0.008
200.0;0.041;0.0;0.041
300.0;0.0;0.0;0.0
400.0;0.041;0.0;0.0
500.0;0.041;0.0;0.0
600.0;0.041;0.0;0.0
700.0;1.214;0.0;1.214
800.0;0.164;0.0;0.123
900.0;0.082;0.0;0.041
1000.0;0.082;0.0;0.0
1100.0;0.205;0.287;0.123
1200.0;0.086;0.164;0.045
1300.0;0.174;0.205;0.133
1400.0;0.082;0.164;0.041
1500.0;0.0;0.369;0.0
1600.0;0.082;0.621;0.041
1700.0;0.023;0.246;0.023
1800.0;0.006;0.492;0.006
1900.0;3.058;0.41;3.058
2000.0;0.043;0.574;0.043
2100.0;1.962;0.697;0.0
2200.0;0.082;0.779;0.041
2300.0;0.029;1.273;0.0
2400.0;0.004;0.533;0.002
2500.0;0.082;1.394;0.041
2600.0;0.041;2.559;0.0
2700.0;0.041;1.066;0.0
2800.0;0.164;1.726;0.082
2900.0;0.082;2.931;0.0
3000.0;0.222;1.353;0.099
3100.0;0.041;1.906;0.0
3200.0;0.61;3.756;0.205
3300.0;0.041;1.539;0.041
3400.0;0.291;1.491;0.168
3500.0;0.0;1.64;0.0
3600.0;2.798;1.738;2.798
3700.0;0.288;4.042;0.165
3800.0;0.205;1.882;0.082
3900.0;0.041;6.013;0.0
4000.0;0.041;2.294;0.0
4100.0;0.205;2.97;0.164
4200.0;1.767;1.599;1.726
4300.0;0.123;1.782;0.082
4400.0;0.284;1.55;0.082
4500.0;0.082;1.545;0.0
4600.0;0.0;1.949;0.0
4700.0;0.123;3.511;0.082
4800.0;0.0;1.312;0.0
4900.0;0.0;4.956;0.0
5000.0;0.084;1.443;0.002
5100.0;0.041;4.097;0.0
5200.0;0.041;1.323;0.0
5300.0;0.0;1.562;0.0
5400.0;0.082;1.312;0.0
5500.0;0.041;2.891;0.041
5600.0;0.041;2.321;0.041
5700.0;0.0;2.336;0.0
5800.0;0.041;0.83;0.041
5900.0;1.649;3.435;1.649
6000.0;0.041;1.404;0.0
6100.0;0.041;1.109;0.041
6200.0;0.082;2.812;0.0
6300.0;0.245;0.961;0.245
6400.0;0.041;0.822;0.041
6500.0;0.0;2.871;0.0
6600.0;0.0;0.767;0.0
6700.0;0.0;4.839;0.0
6800.0;0.0;2.078;0.0
6900.0;0.0;2.481;0.0
7000.0;0.0;0.738;0.0
7100.0;0.041;0.78;0.0
7200.0;0.016;1.288;0.016
7300.0;0.667;0.906;0.667
7400.0;0.041;3.244;0.041
7500.0;0.041;0.77;0.041
7600.0;0.055;2.599;0.014
7700.0;0.041;0.41;0.0
7800.0;0.041;0.615;0.0
7900.0;0.0;0.369;0.0
8000.0;0.0;0.369;0.0
8100.0;0.0;0.574;0.0
8200.0;0.042;0.194;0.0
8300.0;0.041;0.347;0.0
8400.0;0.032;0.41;0.032
8500.0;0.0;0.369;0.0
8600.0;0.041;0.638;0.041
8700.0;0.0;0.624;0.0
8800.0;0.123;0.328;0.041
8900.0;0.0;0.932;0.0
9000.0;0.0;0.287;0.0
9100.0;0.082;0.287;0.041
9200.0;1.433;0.145;0.041
9300.0;0.041;0.678;0.0
9400.0;0.041;5.409;0.0
9500.0;0.041;1.47;0.041
9600.0;0.082;0.209;0.041
9700.0;0.0;3.488;0.0
9800.0;0.0;0.168;0.0
9900.0;0.0;0.779;0.0
10000.0;0.0;1.932;0.0
10100.0;0.0;0.164;0.0
10200.0;0.0;2.461;0.0
10300.0;0.0;2.788;0.0
10400.0;0.0;3.082;0.0
10500.0;0.0;1.497;0.0
10600.0;0.0;0.918;0.0
10700.0;0.082;3.066;0.0
10800.0;0.043;0.32;0.002
10900.0;1.077;0.872;1.077
