time;ap0;ap1;ap2;ap3
100.0;262;250;261;227
200.0;262;250;261;227
300.0;262;250;261;227
400.0;262;250;261;227
500.0;262;249;261;228
600.0;262;249;261;228
700.0;263;249;260;228
800.0;263;249;260;228
900.0;263;249;260;228
1000.0;263;249;260;228
1100.0;263;249;260;228
1200.0;262;249;261;228
1300.0;262;249;261;228
1400.0;262;249;261;228
1500.0;262;249;261;228
1600.0;262;249;261;228
1700.0;262;249;261;228
1800.0;263;248;261;228
1900.0;263;248;261;228
2000.0;263;248;261;228
2100.0;263;248;261;228
2200.0;263;248;261;228
2300.0;263;248;261;228
2400.0;263;248;261;228
2500.0;263;248;261;228
2600.0;263;248;261;228
2700.0;263;248;261;228
2800.0;263;248;261;228
2900.0;263;248;261;228
3000.0;263;248;261;228
3100.0;263;248;261;228
3200.0;263;248;261;228
3300.0;263;248;261;228
3400.0;263;248;261;228
3500.0;263;248;261;228
3600.0;263;248;261;228
3700.0;263;248;261;228
3800.0;263;248;261;228
3900.0;263;248;261;228
4000.0;264;247;261;228
4100.0;264;247;261;228
4200.0;264;247;261;228
4300.0;265;247;261;227
4400.0;265;247;261;227
4500.0;265;247;261;227
4600.0;265;247;261;227
4700.0;265;246;262;227
4800.0;265;246;262;227
4900.0;265;246;262;227
5000.0;265;245;262;228
5100.0;265;245;262;228
5200.0;265;245;262;228
5300.0;265;245;262;228
5400.0;264;245;262;229
5500.0;264;245;262;229
5600.0;264;245;262;229
5700.0;264;245;262;229
5800.0;263;246;262;229
5900.0;263;246;262;229
6000.0;263;246;262;229
6100.0;263;246;262;229
6200.0;263;246;262;229
6300.0;263;246;262;229
6400.0;263;246;262;229
6500.0;263;246;262;229
6600.0;263;246;262;229
6700.0;263;246;262;229
6800.0;264;245;262;229
6900.0;264;245;263;228
7000.0;264;245;263;228
7100.0;264;245;263;228
7200.0;264;245;263;228
7300.0;264;245;263;228
7400.0;263;246;263;228
7500.0;262;246;264;228
7600.0;262;246;264;228
7700.0;262;246;264;228
7800.0;262;246;264;228
7900.0;262;246;264;228
8000.0;262;246;264;228
8100.0;262;246;264;228
8200.0;262;246;264;228
8300.0;262;246;264;228
8400.0;262;246;264;228
8500.0;261;246;264;229
8600.0;261;246;264;229
8700.0;261;246;263;230
8800.0;261;246;263;230
8900.0;261;246;263;230
9000.0;261;246;262;231
9100.0;261;247;261;231
9200.0;262;247;260;231
9300.0;261;247;260;232
9400.0;261;247;260;232
9500.0;261;247;260;232
9600.0;262;247;260;231
9700.0;261;247;260;232
9800.0;260;247;261;232
9900.0;260;247;261;232
10000.0;260;247;261;232
10100.0;261;247;260;232
10200.0;261;247;260;232
10300.0;260;247;261;232
10400.0;260;247;261;232
10500.0;260;247;261;232
10600.0;260;247;261;232
10700.0;260;247;261;232
10800.0;260;246;262;232
10900.0;260;246;262;232
