time;wlan;wan;man
100.0;0.008;0.0;0.008
200.0;0.082;0.0;0.082
300.0;0.041;0.0;0.041
400.0;0.0;0.0;0.0
500.0;0.041;0.0;0.0
600.0;1.091;0.0;1.091
700.0;0.0;0.0;0.0
800.0;0.0;0.0;0.0
900.0;0.041;0.0;0.041
1000.0;0.391;0.123;0.268
1100.0;0.082;0.0;0.0
1200.0;0.041;0.25;0.0
1300.0;0.0;0.0;0.0
1400.0;0.0;0.697;0.0
1500.0;0.0;0.697;0.0
1600.0;1.299;1.066;1.258
1700.0;0.064;0.0;0.064
1800.0;0.047;0.902;0.047
1900.0;2.058;0.492;1.976
2000.0;0.041;0.369;0.0
2100.0;1.962;1.233;1.921
2200.0;0.123;0.82;0.0
2300.0;0.029;1.526;0.029
2400.0;0.002;0.945;0.002
2500.0;0.123;1.476;0.0
2600.0;1.307;2.891;1.123
2700.0;0.082;1.648;0.041
2800.0;0.364;2.053;0.323
2900.0;0.082;1.681;0.0
3000.0;0.164;1.598;0.0
3100.0;0.164;1.569;0.041
3200.0;0.041;3.961;0.0
3300.0;0.0;3.865;0.0
3400.0;0.205;2.123;0.123
3500.0;0.041;4.381;0.0
3600.0;0.082;1.492;0.0
3700.0;0.123;1.424;0.082
3800.0;0.205;1.465;0.082
3900.0;0.041;5.275;0.0
4000.0;0.123;1.473;0.0
4100.0;0.041;3.803;0.0
4200.0;0.0;1.718;0.0
4300.0;0.164;1.23;0.041
4400.0;0.12;1.389;0.12
4500.0;0.0;4.867;0.0
4600.0;0.0;1.552;0.0
4700.0;0.0;1.182;0.0
4800.0;0.041;1.624;0.0
4900.0;0.041;0.493;0.0
5000.0;0.002;0.738;0.002
5100.0;0.0;5.162;0.0
5200.0;0.0;1.106;0.0
5300.0;0.0;1.046;0.0
5400.0;0.0;0.287;0.0
5500.0;0.0;0.736;0.0
5600.0;1.649;2.511;1.649
5700.0;0.0;2.122;0.0
5800.0;0.0;1.56;0.0
5900.0;0.0;0.649;0.0
6000.0;0.0;0.393;0.0
6100.0;0.031;3.841;0.031
6200.0;0.0;6.576;0.0
6300.0;0.505;0.445;0.505
6400.0;0.0;1.015;0.0
6500.0;0.0;0.738;0.0
6600.0;0.041;1.267;0.0
6700.0;0.041;1.652;0.0
6800.0;0.0;3.312;0.0
6900.0;0.082;0.504;0.082
7000.0;0.0;0.39;0.0
7100.0;0.0;0.206;0.0
7200.0;0.0;1.099;0.0
7300.0;0.0;0.857;0.0
7400.0;0.041;0.361;0.0
7500.0;0.0;2.403;0.0
7600.0;0.0;0.952;0.0
7700.0;0.041;0.099;0.0
7800.0;0.041;1.679;0.0
7900.0;0.0;0.615;0.0
8000.0;0.0;1.747;0.0
8100.0;0.0;1.604;0.0
8200.0;0.0;1.22;0.0
8300.0;0.0;1.732;0.0
8400.0;0.0;8.337;0.0
8500.0;0.041;2.154;0.0
8600.0;0.0;3.063;0.0
8700.0;0.0;3.475;0.0
8800.0;0.0;0.49;0.0
8900.0;0.041;3.372;0.0
9000.0;0.0;0.212;0.0
9100.0;0.0;1.061;0.0
9200.0;0.0;1.76;0.0
9300.0;0.0;2.489;0.0
9400.0;0.041;2.146;0.0
9500.0;0.164;7.412;0.041
9600.0;0.003;2.97;0.003
9700.0;0.123;4.17;0.041
9800.0;0.003;0.168;0.003
9900.0;0.0;0.147;0.0
10000.0;0.0;0.164;0.0
10100.0;0.0;1.308;0.0
10200.0;0.0;0.287;0.0
10300.0;1.328;0.246;1.287
10400.0;0.041;0.22;0.0
10500.0;0.0;0.255;0.0
10600.0;0.041;0.664;0.041
10700.0;0.041;0.57;0.0
10800.0;0.041;1.0;0.0
10900.0;0.041;1.982;0.041
