time;ap0;ap1;ap2;ap3
100.0;633;606;573;588
200.0;633;606;573;588
300.0;633;606;573;588
400.0;633;606;573;588
500.0;633;606;573;588
600.0;633;606;573;588
700.0;634;605;572;589
800.0;634;605;572;589
900.0;633;605;573;589
1000.0;633;605;573;589
1100.0;633;605;573;589
1200.0;633;605;573;589
1300.0;632;606;574;588
1400.0;631;607;575;587
1500.0;631;608;575;586
1600.0;631;608;575;586
1700.0;631;608;575;586
1800.0;631;607;575;587
1900.0;631;607;575;587
2000.0;630;607;575;588
2100.0;629;607;576;588
2200.0;631;606;575;588
2300.0;631;606;575;588
2400.0;631;606;575;588
2500.0;631;606;575;588
2600.0;630;606;575;589
2700.0;630;606;575;589
2800.0;630;606;574;590
2900.0;630;606;574;590
3000.0;630;606;574;590
3100.0;630;606;574;590
3200.0;629;606;576;589
3300.0;629;606;576;589
3400.0;629;606;576;589
3500.0;629;606;576;589
3600.0;629;606;578;587
3700.0;629;606;578;587
3800.0;629;606;578;587
3900.0;629;606;578;587
4000.0;629;607;578;586
4100.0;629;607;578;586
4200.0;629;607;578;586
4300.0;629;607;578;586
4400.0;628;608;578;586
4500.0;628;608;577;587
4600.0;628;608;577;587
4700.0;628;607;578;587
4800.0;628;607;578;587
4900.0;627;606;579;588
5000.0;627;605;579;589
5100.0;627;605;579;589
5200.0;627;606;579;588
5300.0;627;606;579;588
5400.0;627;605;580;588
5500.0;627;605;580;588
5600.0;627;605;580;588
5700.0;627;605;580;588
5800.0;627;604;580;589
5900.0;627;604;579;590
6000.0;627;604;579;590
6100.0;627;604;579;590
6200.0;627;604;579;590
6300.0;627;604;579;590
6400.0;627;604;580;589
6500.0;627;604;580;589
6600.0;627;604;580;589
6700.0;627;604;580;589
6800.0;627;604;580;589
6900.0;627;604;580;589
7000.0;627;604;579;590
7100.0;627;604;579;590
7200.0;627;604;579;590
7300.0;627;604;579;590
7400.0;627;604;579;590
7500.0;627;604;579;590
7600.0;627;604;579;590
7700.0;626;604;579;591
7800.0;626;604;580;590
7900.0;626;604;580;590
8000.0;626;604;580;590
8100.0;626;603;580;591
8200.0;625;603;580;592
8300.0;625;603;580;592
8400.0;625;603;581;591
8500.0;625;604;580;591
8600.0;625;604;581;590
8700.0;625;604;581;590
8800.0;625;604;581;590
8900.0;625;604;581;590
9000.0;626;604;581;589
9100.0;626;604;581;589
9200.0;627;604;581;588
9300.0;627;604;581;588
9400.0;627;604;581;588
9500.0;628;603;581;588
9600.0;627;604;581;588
9700.0;627;604;581;588
9800.0;627;605;580;588
9900.0;627;604;581;588
10000.0;627;605;581;587
10100.0;628;605;581;586
10200.0;629;605;580;586
10300.0;629;605;580;586
10400.0;629;605;580;586
10500.0;629;605;580;586
10600.0;629;605;580;586
10700.0;630;605;579;586
10800.0;629;605;579;587
10900.0;629;606;579;586
