time;wlan;wan;man
100.0;0.213;0.068;0.0
200.0;1.968;1.107;0.0
300.0;0.752;3.877;0.0
400.0;0.99;5.822;0.0
500.0;1.805;3.771;0.0
600.0;1.558;5.314;0.0
700.0;2.13;1.148;0.0
800.0;2.811;1.575;0.0
900.0;2.835;3.131;0.0
1000.0;6.896;9.883;0.0
1100.0;4.122;6.978;0.0
1200.0;5.935;0.108;0.0
1300.0;4.27;1.017;0.0
1400.0;4.633;0.201;0.0
1500.0;8.445;0.907;0.0
1600.0;5.299;6.074;0.0
1700.0;6.232;0.06;0.0
1800.0;7.151;2.116;0.0
1900.0;7.287;4.145;0.0
2000.0;8.748;0.181;0.0
2100.0;6.921;6.131;0.0
2200.0;5.822;2.702;0.0
2300.0;6.232;0.534;0.0
2400.0;8.164;3.111;0.0
2500.0;7.158;2.162;0.0
2600.0;8.725;6.489;0.0
2700.0;11.025;1.086;0.082
2800.0;9.272;0.457;0.123
2900.0;8.664;0.305;0.164
3000.0;10.652;8.266;0.615
3100.0;11.895;4.483;1.269
3200.0;11.003;7.231;2.98
3300.0;14.694;2.41;4.223
3400.0;11.362;1.721;3.54
3500.0;9.995;12.456;2.173
3600.0;10.138;3.179;2.583
3700.0;9.683;1.872;3.16
3800.0;24.61;3.369;4.516
3900.0;8.525;8.139;4.1
4000.0;7.273;6.178;3.45
4100.0;10.099;4.571;5.173
4200.0;12.264;9.031;3.034
4300.0;9.642;7.277;6.025
4400.0;7.33;16.044;3.034
4500.0;11.535;6.351;2.518
4600.0;11.299;8.385;5.084
4700.0;7.541;17.011;3.564
4800.0;6.853;10.355;3.026
4900.0;6.852;14.003;3.239
5000.0;9.473;9.596;4.633
5100.0;7.339;11.299;4.346
5200.0;8.766;9.874;3.813
5300.0;7.832;11.906;3.157
5400.0;7.503;10.403;3.608
5500.0;10.077;8.814;2.911
5600.0;8.458;16.066;3.239
5700.0;8.638;10.441;3.912
5800.0;7.339;13.968;4.223
5900.0;8.405;10.073;4.551
6000.0;9.644;12.428;3.887
6100.0;6.695;11.965;3.02
6200.0;8.754;19.074;3.522
6300.0;14.387;14.555;6.565
6400.0;6.233;16.939;3.072
6500.0;5.62;18.736;2.378
6600.0;7.539;18.492;2.501
6700.0;6.499;16.265;3.321
6800.0;9.143;17.426;3.034
6900.0;8.187;17.193;2.394
7000.0;6.76;17.126;2.214
7100.0;6.15;18.876;2.665
7200.0;7.175;21.593;3.526
7300.0;9.305;18.901;4.472
7400.0;7.307;15.996;3.075
7500.0;6.644;23.014;2.904
7600.0;7.48;17.46;2.173
7700.0;8.006;18.711;2.952
7800.0;5.757;19.3;2.337
7900.0;6.67;20.496;2.173
8000.0;5.75;18.649;2.01
8100.0;7.197;23.332;2.747
8200.0;13.461;15.343;2.954
8300.0;8.057;16.93;4.346
8400.0;7.206;17.486;3.198
8500.0;11.2;16.078;6.984
8600.0;7.318;24.396;2.378
8700.0;10.257;16.035;2.67
8800.0;7.504;17.639;2.911
8900.0;8.424;15.949;3.914
9000.0;12.169;18.532;3.608
9100.0;7.852;17.071;3.854
9200.0;8.616;18.349;3.243
9300.0;7.509;16.802;3.239
9400.0;6.399;21.277;2.46
9500.0;12.299;21.866;3.839
9600.0;9.17;19.866;2.255
9700.0;12.012;17.806;2.86
9800.0;12.481;17.31;7.971
9900.0;16.334;20.516;2.911
10000.0;7.945;16.573;2.542
10100.0;10.133;19.311;2.993
10200.0;8.528;20.5;2.788
10300.0;7.739;19.373;3.065
10400.0;9.121;15.58;2.132
10500.0;10.529;19.642;2.747
10600.0;7.457;15.293;2.993
10700.0;7.865;15.509;2.091
10800.0;7.216;11.545;1.927
10900.0;5.002;10.975;1.64
