time;wlan;wan;man
100.0;0.041;0.068;0.0
200.0;0.328;0.234;0.0
300.0;0.424;1.908;0.0
400.0;0.703;5.285;0.0
500.0;1.518;0.376;0.0
600.0;1.312;2.861;0.0
700.0;1.675;1.108;0.0
800.0;2.114;0.274;0.0
900.0;2.027;2.072;0.0
1000.0;5.871;6.579;0.0
1100.0;2.829;6.978;0.0
1200.0;2.916;0.004;0.0
1300.0;2.788;0.518;0.0
1400.0;2.911;0.057;0.0
1500.0;5.566;0.0;0.0
1600.0;3.085;4.229;0.0
1700.0;4.1;0.023;0.0
1800.0;4.997;1.327;0.0
1900.0;5.032;0.025;0.0
2000.0;4.118;0.108;0.0
2100.0;3.239;1.936;0.0
2200.0;3.321;0.001;0.0
2300.0;3.567;0.123;0.0
2400.0;5.417;2.885;0.0
2500.0;4.189;2.119;0.0
2600.0;5.567;3.603;0.0
2700.0;6.211;0.0;0.0
2800.0;4.879;0.032;0.0
2900.0;4.92;0.44;0.0
3000.0;5.261;3.402;0.0
3100.0;7.913;2.385;0.123
3200.0;5.851;4.839;0.246
3300.0;7.468;1.662;0.205
3400.0;6.736;0.046;0.425
3500.0;14.092;2.798;0.517
3600.0;6.719;2.374;0.164
3700.0;7.011;0.725;0.451
3800.0;8.903;1.617;0.574
3900.0;7.385;5.446;0.902
4000.0;7.561;1.055;0.71
4100.0;7.585;0.982;0.82
4200.0;7.893;2.764;1.394
4300.0;10.27;0.535;1.816
4400.0;11.212;6.963;1.682
4500.0;12.299;0.452;3.815
4600.0;8.828;4.287;1.108
4700.0;10.754;7.751;1.487
4800.0;9.619;8.119;2.332
4900.0;10.076;2.527;2.998
5000.0;10.304;0.992;2.835
5100.0;10.015;1.986;2.706
5200.0;12.065;2.627;5.747
5300.0;13.556;1.331;5.265
5400.0;10.218;3.467;4.838
5500.0;11.637;4.515;5.4
5600.0;11.598;2.686;5.979
5700.0;12.778;3.173;5.535
5800.0;14.883;2.745;4.592
5900.0;9.883;1.379;4.225
6000.0;10.417;6.203;4.543
6100.0;11.313;2.675;7.192
6200.0;15.612;3.963;5.863
6300.0;12.181;5.289;4.838
6400.0;13.848;4.517;8.611
6500.0;9.512;7.95;5.289
6600.0;8.759;10.09;4.838
6700.0;13.567;8.742;5.201
6800.0;10.414;4.659;3.854
6900.0;13.194;7.213;3.747
7000.0;8.774;6.608;3.567
7100.0;12.131;5.575;3.682
7200.0;10.808;4.568;4.28
7300.0;9.593;8.643;5.12
7400.0;11.848;4.938;6.717
7500.0;9.653;6.183;5.344
7600.0;10.964;7.482;6.462
7700.0;8.954;5.402;4.526
7800.0;8.381;6.569;5.142
7900.0;10.471;10.694;4.673
8000.0;9.936;10.001;4.223
8100.0;8.801;15.075;5.207
8200.0;10.924;8.911;4.407
8300.0;10.499;9.107;4.879
8400.0;21.667;9.24;8.027
8500.0;8.885;11.161;4.941
8600.0;7.434;10.876;3.444
8700.0;7.585;8.94;3.444
8800.0;6.52;9.673;2.952
8900.0;8.916;10.033;4.069
9000.0;6.977;11.295;3.157
9100.0;8.42;13.1;4.223
9200.0;8.919;9.013;4.424
9300.0;8.256;9.877;3.491
9400.0;11.865;10.952;4.428
9500.0;10.136;15.302;6.052
9600.0;7.544;13.572;4.141
9700.0;9.195;15.609;4.059
9800.0;11.373;12.293;6.69
9900.0;8.853;12.259;5.975
10000.0;12.019;14.177;8.247
10100.0;8.082;15.684;3.362
10200.0;7.277;17.882;3.649
10300.0;11.461;14.596;4.582
10400.0;8.045;15.088;4.387
10500.0;7.913;15.785;4.305
10600.0;9.057;15.308;4.387
10700.0;8.324;19.556;4.948
10800.0;7.216;12.135;3.444
10900.0;5.802;8.973;2.255
