time;wlan;wan;man
100.0;0.075;0.068;0.0
200.0;0.328;0.234;0.0
300.0;0.424;3.877;0.0
400.0;0.703;5.822;0.0
500.0;1.518;1.451;0.0
600.0;1.312;2.864;0.0
700.0;1.798;1.148;0.0
800.0;2.401;1.57;0.0
900.0;2.314;3.131;0.0
1000.0;6.24;6.579;0.0
1100.0;3.28;6.978;0.0
1200.0;3.367;0.016;0.0
1300.0;3.362;1.017;0.0
1400.0;3.485;0.14;0.0
1500.0;6.304;0.834;0.0
1600.0;3.864;6.074;0.0
1700.0;4.838;0.06;0.0
1800.0;5.694;2.116;0.0
1900.0;5.729;1.542;0.0
2000.0;4.856;0.158;0.0
2100.0;4.182;5.82;0.0
2200.0;4.182;2.117;0.0
2300.0;4.551;0.123;0.0
2400.0;6.565;2.885;0.0
2500.0;5.46;2.119;0.0
2600.0;6.92;3.679;0.0
2700.0;7.646;0.027;0.041
2800.0;6.847;0.435;0.205
2900.0;6.855;0.476;0.082
3000.0;6.86;3.631;0.369
3100.0;10.004;2.385;0.503
3200.0;8.023;6.713;0.807
3300.0;7.959;2.152;0.82
3400.0;9.795;3.41;0.533
3500.0;9.26;7.407;0.984
3600.0;11.209;0.016;1.271
3700.0;9.162;0.951;1.189
3800.0;9.339;8.68;1.271
3900.0;17.068;4.415;2.132
4000.0;9.125;3.105;3.239
4100.0;12.855;2.577;3.854
4200.0;8.488;2.587;4.121
4300.0;7.039;5.114;3.649
4400.0;13.484;9.269;4.662
4500.0;7.891;4.457;4.036
4600.0;10.759;7.404;3.772
4700.0;8.032;11.161;4.346
4800.0;10.85;8.549;4.141
4900.0;8.271;7.218;4.211
5000.0;8.785;4.192;2.958
5100.0;8.176;6.348;3.526
5200.0;9.653;6.867;5.129
5300.0;9.353;5.113;3.548
5400.0;7.708;5.443;3.485
5500.0;8.426;12.722;3.157
5600.0;13.706;10.481;6.981
5700.0;8.697;11.208;3.158
5800.0;9.64;5.22;3.485
5900.0;8.848;5.481;2.993
6000.0;10.564;9.62;3.354
6100.0;8.297;5.587;3.608
6200.0;15.75;9.545;5.552
6300.0;10.366;9.523;5.6
6400.0;10.054;8.884;5.899
6500.0;10.579;13.67;5.997
6600.0;7.175;9.398;3.321
6700.0;6.725;15.302;3.978
6800.0;12.912;14.904;7.981
6900.0;7.506;12.508;3.731
7000.0;7.479;12.416;3.075
7100.0;6.642;13.203;3.321
7200.0;9.21;11.964;3.567
7300.0;8.661;16.481;2.546
7400.0;8.095;14.016;3.239
7500.0;7.052;18.286;3.422
7600.0;7.133;17.487;2.993
7700.0;6.681;17.334;2.761
7800.0;9.677;16.361;4.959
7900.0;7.055;18.217;3.314
8000.0;7.658;17.47;3.014
8100.0;9.061;16.4;4.92
8200.0;8.537;18.288;3.567
8300.0;12.071;17.878;6.667
8400.0;14.269;16.976;3.444
8500.0;9.008;16.29;4.433
8600.0;11.254;17.41;5.908
8700.0;8.697;17.097;3.936
8800.0;8.707;16.974;4.346
8900.0;15.318;17.241;4.028
9000.0;11.077;18.278;4.305
9100.0;8.447;16.851;4.674
9200.0;8.286;18.611;3.481
9300.0;8.997;17.562;4.1
9400.0;12.154;16.195;5.904
9500.0;9.083;19.803;5.166
9600.0;9.441;17.49;4.633
9700.0;13.445;19.992;8.452
9800.0;10.035;16.73;4.879
9900.0;8.744;17.022;4.026
10000.0;9.998;16.687;4.346
10100.0;16.904;18.317;4.141
10200.0;9.496;16.564;4.674
10300.0;8.802;17.924;4.743
10400.0;8.077;15.621;3.731
10500.0;9.258;17.706;2.542
10600.0;9.959;18.207;3.474
10700.0;8.387;14.9;3.426
10800.0;11.063;13.857;3.755
10900.0;5.002;8.621;1.64
