100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
400.0;10.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
500.0;10.0;0.0;0.0;0.0;12.0;14.0;0.0;0.0
600.0;10.0;0.0;0.0;0.0;12.0;6.0;0.0;0.0
700.0;10.0;0.0;6.0;6.0;6.0;6.0;0.0;0.0
800.0;10.0;0.0;6.0;0.0;6.0;6.0;0.0;8.0
900.0;10.0;6.0;6.0;0.0;12.0;6.0;6.0;0.0
1000.0;10.0;14.0;6.0;0.0;6.0;12.0;6.0;0.0
1100.0;16.0;6.0;0.0;6.0;6.0;6.0;0.0;6.0
1200.0;16.0;18.0;6.0;0.0;12.0;6.0;6.0;0.0
1300.0;16.0;8.0;6.0;0.0;12.0;6.0;0.0;0.0
1400.0;16.0;14.0;0.0;6.0;6.0;6.0;0.0;6.0
1500.0;16.0;20.0;6.0;0.0;12.0;6.0;0.0;6.0
1600.0;16.0;18.0;6.0;0.0;12.0;6.0;2.0;0.0
1700.0;16.0;6.0;6.0;0.0;8.0;6.0;8.0;0.0
1800.0;16.0;18.0;6.0;0.0;8.0;12.0;6.0;0.0
1900.0;22.0;12.0;6.0;6.0;6.0;6.0;6.0;6.0
2000.0;6.0;6.0;6.0;0.0;12.0;6.0;6.0;6.0
2100.0;6.0;6.0;0.0;6.0;12.0;6.0;6.0;6.0
2200.0;12.0;0.0;6.0;6.0;0.0;6.0;6.0;6.0
2300.0;6.0;6.0;0.0;6.0;6.0;6.0;18.0;12.0
2400.0;6.0;0.0;0.0;0.0;6.0;6.0;12.0;6.0
2500.0;12.0;6.0;6.0;0.0;6.0;0.0;18.0;12.0
2600.0;6.0;6.0;6.0;6.0;12.0;6.0;12.0;6.0
2700.0;12.0;6.0;0.0;0.0;6.0;12.0;8.0;12.0
2800.0;6.0;12.0;6.0;6.0;18.0;12.0;12.0;12.0
2900.0;6.0;6.0;6.0;6.0;6.0;6.0;12.0;12.0
3000.0;12.0;6.0;6.0;6.0;6.0;6.0;12.0;12.0
3100.0;6.0;6.0;6.0;6.0;14.0;6.0;12.0;12.0
3200.0;18.0;12.0;6.0;6.0;14.0;18.0;12.0;12.0
3300.0;12.0;18.0;6.0;0.0;14.0;18.0;18.0;12.0
3400.0;12.0;12.0;12.0;6.0;14.0;12.0;6.0;12.0
3500.0;12.0;18.0;6.0;0.0;14.0;24.0;8.0;12.0
3600.0;18.0;12.0;12.0;12.0;18.0;6.0;12.0;6.0
3700.0;18.0;12.0;12.0;6.0;18.0;20.0;6.0;12.0
3800.0;12.0;12.0;18.0;12.0;18.0;14.0;12.0;6.0
3900.0;12.0;12.0;18.0;18.0;18.0;26.0;12.0;6.0
4000.0;24.0;18.0;12.0;12.0;24.0;14.0;6.0;12.0
4100.0;18.0;6.0;14.0;18.0;24.0;20.0;12.0;12.0
4200.0;24.0;24.0;14.0;18.0;18.0;24.0;6.0;12.0
4300.0;24.0;18.0;14.0;18.0;20.0;18.0;6.0;12.0
4400.0;18.0;18.0;18.0;12.0;18.0;18.0;6.0;6.0
4500.0;24.0;18.0;18.0;18.0;24.0;24.0;18.0;20.0
4600.0;26.0;18.0;24.0;18.0;30.0;30.0;18.0;12.0
4700.0;20.0;18.0;24.0;18.0;24.0;26.0;12.0;8.0
4800.0;20.0;18.0;24.0;18.0;24.0;26.0;18.0;8.0
4900.0;32.0;30.0;24.0;12.0;18.0;26.0;12.0;16.0
5000.0;20.0;24.0;30.0;30.0;24.0;26.0;18.0;26.0
5100.0;26.0;24.0;18.0;24.0;32.0;26.0;18.0;24.0
5200.0;14.0;24.0;12.0;18.0;38.0;30.0;36.0;36.0
5300.0;14.0;18.0;18.0;14.0;38.0;40.0;36.0;30.0
5400.0;24.0;24.0;24.0;18.0;26.0;34.0;30.0;30.0
5500.0;12.0;18.0;18.0;12.0;44.0;40.0;36.0;34.0
5600.0;24.0;24.0;12.0;18.0;18.0;24.0;32.0;28.0
5700.0;30.0;30.0;18.0;24.0;32.0;36.0;30.0;36.0
5800.0;36.0;36.0;18.0;18.0;26.0;18.0;24.0;32.0
5900.0;24.0;30.0;24.0;12.0;20.0;24.0;18.0;26.0
6000.0;30.0;30.0;12.0;18.0;36.0;24.0;24.0;38.0
6100.0;34.0;30.0;24.0;24.0;24.0;24.0;24.0;32.0
6200.0;24.0;30.0;24.0;24.0;34.0;30.0;36.0;34.0
6300.0;30.0;18.0;12.0;12.0;28.0;24.0;24.0;34.0
6400.0;24.0;24.0;54.0;48.0;46.0;42.0;36.0;34.0
6500.0;60.0;60.0;48.0;36.0;34.0;30.0;42.0;40.0
6600.0;54.0;48.0;44.0;48.0;40.0;42.0;24.0;24.0
6700.0;54.0;42.0;50.0;48.0;36.0;34.0;30.0;30.0
6800.0;68.0;66.0;56.0;54.0;66.0;70.0;36.0;32.0
6900.0;58.0;60.0;50.0;54.0;52.0;46.0;24.0;20.0
7000.0;66.0;66.0;56.0;54.0;58.0;40.0;42.0;38.0
7100.0;64.0;60.0;38.0;42.0;42.0;40.0;54.0;36.0
7200.0;52.0;54.0;62.0;56.0;32.0;28.0;36.0;36.0
7300.0;58.0;66.0;62.0;62.0;44.0;46.0;36.0;36.0
7400.0;52.0;54.0;54.0;50.0;26.0;34.0;30.0;18.0
7500.0;64.0;68.0;60.0;54.0;32.0;34.0;20.0;30.0
7600.0;70.0;62.0;66.0;60.0;46.0;40.0;28.0;36.0
7700.0;64.0;68.0;66.0;58.0;62.0;58.0;58.0;36.0
7800.0;70.0;68.0;66.0;64.0;44.0;84.0;60.0;72.0
7900.0;52.0;62.0;60.0;70.0;68.0;66.0;72.0;66.0
8000.0;52.0;50.0;66.0;70.0;62.0;66.0;66.0;68.0
8100.0;64.0;62.0;72.0;64.0;74.0;68.0;42.0;58.0
8200.0;64.0;56.0;54.0;58.0;66.0;68.0;66.0;70.0
8300.0;58.0;66.0;82.0;70.0;78.0;56.0;54.0;40.0
8400.0;66.0;72.0;62.0;70.0;48.0;86.0;90.0;46.0
8500.0;72.0;78.0;88.0;34.0;72.0;60.0;58.0;80.0
8600.0;54.0;66.0;56.0;60.0;62.0;88.0;58.0;98.0
8700.0;42.0;90.0;96.0;42.0;68.0;70.0;70.0;98.0
8800.0;72.0;66.0;52.0;78.0;68.0;70.0;92.0;62.0
8900.0;72.0;66.0;58.0;66.0;62.0;58.0;62.0;50.0
9000.0;102.0;48.0;64.0;60.0;74.0;68.0;72.0;56.0
9100.0;60.0;78.0;82.0;78.0;86.0;56.0;66.0;74.0
9200.0;96.0;42.0;64.0;90.0;94.0;42.0;72.0;56.0
9300.0;72.0;60.0;54.0;84.0;70.0;66.0;62.0;94.0
9400.0;36.0;78.0;84.0;54.0;56.0;80.0;58.0;58.0
9500.0;66.0;60.0;60.0;70.0;74.0;66.0;106.0;38.0
9600.0;66.0;66.0;78.0;58.0;66.0;68.0;66.0;74.0
9700.0;64.0;62.0;72.0;66.0;72.0;68.0;58.0;56.0
9800.0;64.0;60.0;68.0;66.0;72.0;66.0;58.0;54.0
9900.0;64.0;72.0;68.0;66.0;72.0;48.0;74.0;78.0
10000.0;52.0;72.0;68.0;84.0;72.0;60.0;74.0;60.0
10100.0;82.0;66.0;44.0;90.0;68.0;66.0;44.0;90.0
10200.0;58.0;96.0;72.0;60.0;62.0;54.0;38.0;90.0
10300.0;52.0;66.0;66.0;70.0;62.0;54.0;56.0;62.0
10400.0;82.0;54.0;66.0;82.0;56.0;78.0;62.0;68.0
10500.0;108.0;54.0;54.0;84.0;64.0;120.0;62.0;68.0
10600.0;96.0;60.0;62.0;66.0;70.0;60.0;38.0;104.0
10700.0;72.0;66.0;92.0;42.0;58.0;74.0;108.0;20.0
10800.0;90.0;48.0;92.0;48.0;76.0;60.0;66.0;60.0
