time;ap0;ap1;ap2;ap3
100.0;445;431;455;469
200.0;445;430;455;470
300.0;445;431;455;469
400.0;445;431;455;469
500.0;445;431;454;470
600.0;445;431;454;470
700.0;445;431;454;470
800.0;445;431;453;471
900.0;445;431;453;471
1000.0;446;430;454;470
1100.0;447;430;453;470
1200.0;447;430;453;470
1300.0;447;430;453;470
1400.0;447;430;453;470
1500.0;447;430;453;470
1600.0;447;430;453;470
1700.0;447;431;453;469
1800.0;447;431;453;469
1900.0;447;431;453;469
2000.0;447;431;453;469
2100.0;447;431;453;469
2200.0;447;431;453;469
2300.0;447;431;453;469
2400.0;447;431;453;469
2500.0;447;431;453;469
2600.0;447;431;453;469
2700.0;446;431;455;468
2800.0;447;430;455;468
2900.0;447;431;454;468
3000.0;447;431;454;468
3100.0;447;431;454;468
3200.0;448;430;454;468
3300.0;448;430;454;468
3400.0;448;431;453;468
3500.0;447;431;454;468
3600.0;447;431;454;468
3700.0;447;430;454;469
3800.0;447;430;454;469
3900.0;446;432;454;468
4000.0;445;432;454;469
4100.0;445;432;454;469
4200.0;445;432;454;469
4300.0;446;431;454;469
4400.0;446;431;454;469
4500.0;446;431;454;469
4600.0;446;431;454;469
4700.0;446;431;454;469
4800.0;446;431;454;469
4900.0;446;431;454;469
5000.0;446;431;454;469
5100.0;447;431;454;468
5200.0;447;431;454;468
5300.0;447;431;453;469
5400.0;447;431;453;469
5500.0;447;431;453;469
5600.0;447;431;453;469
5700.0;447;431;453;469
5800.0;446;431;454;469
5900.0;446;431;454;469
6000.0;446;431;454;469
6100.0;446;431;454;469
6200.0;446;431;454;469
6300.0;446;431;454;469
6400.0;446;431;454;469
6500.0;446;431;453;470
6600.0;446;432;453;469
6700.0;446;432;453;469
6800.0;446;432;453;469
6900.0;446;432;453;469
7000.0;446;432;453;469
7100.0;445;432;454;469
7200.0;446;431;454;469
7300.0;446;431;454;469
7400.0;446;431;455;468
7500.0;446;431;455;468
7600.0;446;431;455;468
7700.0;446;431;455;468
7800.0;446;431;455;468
7900.0;446;431;455;468
8000.0;446;431;455;468
8100.0;446;430;455;469
8200.0;446;430;455;469
8300.0;445;430;456;469
8400.0;445;430;456;469
8500.0;445;430;456;469
8600.0;445;430;456;469
8700.0;445;430;456;469
8800.0;445;430;456;469
8900.0;445;430;456;469
9000.0;445;430;456;469
9100.0;445;430;456;469
9200.0;445;430;456;469
9300.0;445;430;456;469
9400.0;446;430;456;468
9500.0;446;430;456;468
9600.0;446;431;456;467
9700.0;445;432;456;467
9800.0;445;432;456;467
9900.0;445;432;456;467
10000.0;444;433;456;467
10100.0;444;433;456;467
10200.0;444;433;456;467
10300.0;444;433;456;467
10400.0;443;433;457;467
10500.0;443;433;457;467
10600.0;443;433;457;467
10700.0;443;433;457;467
10800.0;443;433;457;467
10900.0;443;433;457;467
