time;wlan;wan;man
100.0;0.042;0.0;0.042
200.0;0.082;0.0;0.041
300.0;0.082;0.0;0.0
400.0;1.214;0.0;1.173
500.0;0.164;0.0;0.123
600.0;0.164;0.0;0.123
700.0;0.205;0.0;0.205
800.0;0.246;0.0;0.246
900.0;0.164;0.0;0.123
1000.0;0.349;0.0;0.349
1100.0;0.246;0.0;0.205
1200.0;0.164;0.0;0.082
1300.0;0.123;0.0;0.082
1400.0;0.164;0.0;0.082
1500.0;0.205;0.0;0.123
1600.0;0.287;0.0;0.205
1700.0;0.228;0.0;0.187
1800.0;1.258;0.0;1.135
1900.0;1.246;0.0;1.164
2000.0;0.287;0.0;0.123
2100.0;0.41;0.0;0.205
2200.0;0.246;0.0;0.082
2300.0;0.369;0.0;0.123
2400.0;0.287;0.0;0.082
2500.0;0.041;0.0;0.0
2600.0;0.082;0.0;0.041
2700.0;0.287;0.0;0.246
2800.0;0.041;0.0;0.041
2900.0;0.328;0.0;0.205
3000.0;0.333;0.0;0.164
3100.0;1.554;0.0;0.082
3200.0;0.246;0.0;0.082
3300.0;0.41;0.0;0.164
3400.0;0.328;0.0;0.082
3500.0;0.328;0.0;0.082
3600.0;0.656;0.0;0.287
3700.0;0.328;0.0;0.082
3800.0;0.656;0.0;0.246
3900.0;0.574;0.0;0.123
4000.0;0.655;0.0;0.246
4100.0;0.492;0.0;0.082
4200.0;1.585;0.0;0.041
4300.0;0.451;0.0;0.246
4400.0;0.574;0.0;0.328
4500.0;0.738;0.0;0.328
4600.0;0.985;0.0;0.493
4700.0;0.736;0.0;0.246
4800.0;0.41;0.164;0.205
4900.0;1.372;0.246;1.126
5000.0;0.41;0.082;0.082
5100.0;0.205;0.339;0.041
5200.0;0.308;1.577;0.021
5300.0;0.391;0.328;0.186
5400.0;0.123;0.726;0.041
5500.0;0.316;1.468;0.111
5600.0;1.87;0.41;1.665
5700.0;0.306;0.205;0.082
5800.0;0.328;0.738;0.0
5900.0;0.533;0.451;0.205
6000.0;0.418;0.262;0.254
6100.0;0.4;0.475;0.041
6200.0;1.263;0.779;0.471
6300.0;0.574;3.673;0.328
6400.0;0.574;0.82;0.451
6500.0;0.821;1.25;0.575
6600.0;0.861;1.025;0.492
6700.0;0.615;1.353;0.287
6800.0;0.779;0.738;0.492
6900.0;0.684;1.148;0.479
7000.0;0.328;1.681;0.287
7100.0;0.288;1.789;0.123
7200.0;1.657;3.265;0.451
7300.0;0.539;1.109;0.252
7400.0;0.73;3.704;0.484
7500.0;0.656;1.327;0.41
7600.0;0.738;1.613;0.451
7700.0;0.287;1.83;0.041
7800.0;0.574;1.935;0.246
7900.0;0.492;1.721;0.287
8000.0;0.533;3.373;0.123
8100.0;0.615;3.454;0.246
8200.0;0.246;2.224;0.164
8300.0;0.203;2.868;0.162
8400.0;0.246;2.61;0.205
8500.0;0.492;1.583;0.164
8600.0;0.82;4.861;0.328
8700.0;0.656;2.559;0.369
8800.0;0.451;4.324;0.205
8900.0;0.902;1.845;0.492
9000.0;0.615;1.981;0.369
9100.0;1.9;1.613;1.49
9200.0;0.716;1.677;0.451
9300.0;2.648;3.573;2.197
9400.0;0.738;1.608;0.369
9500.0;0.861;1.28;0.492
9600.0;0.916;2.101;0.506
9700.0;3.709;1.681;1.98
9800.0;0.642;1.9;0.519
9900.0;1.183;1.763;1.101
10000.0;0.41;2.472;0.164
10100.0;0.123;1.93;0.0
10200.0;0.328;2.959;0.082
10300.0;0.902;2.046;0.574
10400.0;0.246;1.895;0.123
10500.0;0.287;1.894;0.123
10600.0;0.287;1.838;0.164
10700.0;0.451;1.722;0.287
10800.0;0.166;2.583;0.041
10900.0;0.369;1.906;0.205
