time;wlan;wan;man
100.0;0.042;0.0;0.034
200.0;0.082;0.0;0.041
300.0;0.082;0.0;0.0
400.0;1.173;0.0;0.041
500.0;0.164;0.0;0.082
600.0;0.328;0.0;0.205
700.0;0.369;0.0;0.164
800.0;0.492;0.0;0.246
900.0;0.451;0.0;0.328
1000.0;0.595;0.0;0.554
1100.0;0.574;0.0;0.492
1200.0;0.496;0.0;0.291
1300.0;0.533;0.0;0.246
1400.0;0.461;0.0;0.338
1500.0;0.287;0.0;0.287
1600.0;1.422;0.0;1.258
1700.0;0.146;0.0;0.105
1800.0;0.287;0.0;0.246
1900.0;1.328;0.0;1.287
2000.0;0.248;0.0;0.166
2100.0;2.331;0.0;2.29
2200.0;0.287;0.0;0.123
2300.0;0.931;0.0;0.644
2400.0;0.289;0.0;0.207
2500.0;0.369;0.0;0.205
2600.0;0.533;0.0;0.451
2700.0;0.627;0.0;0.545
2800.0;1.188;0.0;1.106
2900.0;0.738;0.0;0.697
3000.0;0.702;0.0;0.62
3100.0;1.023;0.0;0.695
3200.0;1.61;0.0;1.446
3300.0;2.193;0.0;1.947
3400.0;0.451;0.0;0.328
3500.0;0.902;0.0;0.738
3600.0;0.883;0.0;0.514
3700.0;0.533;0.0;0.328
3800.0;0.656;0.0;0.492
3900.0;0.779;0.0;0.533
4000.0;0.615;0.0;0.532
4100.0;0.615;0.41;0.369
4200.0;0.533;0.246;0.328
4300.0;0.41;0.533;0.246
4400.0;1.503;0.12;1.38
4500.0;0.246;0.164;0.164
4600.0;0.246;0.246;0.082
4700.0;0.408;1.107;0.123
4800.0;0.697;1.107;0.451
4900.0;0.656;1.312;0.328
5000.0;0.697;1.711;0.369
5100.0;0.839;2.711;0.492
5200.0;0.697;2.602;0.492
5300.0;0.205;1.927;0.164
5400.0;0.381;1.981;0.135
5500.0;0.685;3.517;0.357
5600.0;2.321;1.772;2.034
5700.0;0.697;4.343;0.41
5800.0;0.615;2.009;0.41
5900.0;3.028;2.24;2.782
6000.0;0.451;3.887;0.369
6100.0;0.582;1.543;0.469
6200.0;0.328;4.177;0.164
6300.0;1.951;2.747;1.828
6400.0;0.246;6.327;0.041
6500.0;0.656;4.259;0.287
6600.0;0.246;9.494;0.0
6700.0;0.41;6.995;0.123
6800.0;0.41;3.531;0.082
6900.0;0.369;6.245;0.164
7000.0;0.533;4.628;0.164
7100.0;0.903;4.476;0.37
7200.0;1.247;5.601;0.96
7300.0;0.471;2.936;0.225
7400.0;2.428;5.009;2.1
7500.0;0.302;4.082;0.138
7600.0;0.246;5.909;0.041
7700.0;0.369;3.42;0.123
7800.0;0.369;3.165;0.246
7900.0;0.246;5.627;0.123
8000.0;0.164;3.907;0.041
8100.0;0.533;6.476;0.205
8200.0;0.246;3.812;0.082
8300.0;0.44;5.091;0.153
8400.0;0.656;6.357;0.287
8500.0;0.459;3.704;0.131
8600.0;0.451;8.356;0.205
8700.0;0.738;4.011;0.369
8800.0;0.41;8.41;0.246
8900.0;0.369;3.837;0.082
9000.0;0.369;3.904;0.082
9100.0;2.451;3.617;2.287
9200.0;0.454;5.746;0.249
9300.0;0.341;4.871;0.054
9400.0;0.822;3.665;0.74
9500.0;0.41;4.109;0.164
9600.0;0.451;5.479;0.164
9700.0;0.123;5.875;0.082
9800.0;1.907;3.636;1.784
9900.0;0.369;5.892;0.205
10000.0;0.369;3.899;0.082
10100.0;0.779;4.604;0.451
10200.0;0.369;5.747;0.205
10300.0;0.328;5.121;0.123
10400.0;0.492;6.781;0.328
10500.0;0.082;5.838;0.041
10600.0;0.0;6.063;0.0
10700.0;0.041;5.936;0.041
10800.0;0.041;5.89;0.0
10900.0;0.0;9.361;0.0
