time;wlan;wan;man
100.0;0.034;0.0;0.034
200.0;0.082;0.0;0.082
300.0;0.082;0.0;0.082
400.0;0.082;0.0;0.082
500.0;0.123;0.0;0.041
600.0;0.082;0.0;0.082
700.0;0.123;0.0;0.123
800.0;0.123;0.0;0.082
900.0;0.164;0.0;0.082
1000.0;0.286;0.0;0.286
1100.0;0.287;0.0;0.205
1200.0;0.205;0.0;0.205
1300.0;0.164;0.0;0.164
1400.0;0.246;0.0;0.205
1500.0;0.328;0.0;0.246
1600.0;0.334;0.0;0.293
1700.0;0.187;0.0;0.187
1800.0;0.205;0.0;0.123
1900.0;1.287;0.0;1.287
2000.0;0.328;0.0;0.287
2100.0;0.082;0.0;0.082
2200.0;0.164;0.0;0.041
2300.0;0.369;0.0;0.246
2400.0;0.246;0.0;0.123
2500.0;0.328;0.0;0.164
2600.0;0.369;0.0;0.246
2700.0;0.246;0.0;0.246
2800.0;0.369;0.0;0.287
2900.0;0.41;0.0;0.328
3000.0;0.205;0.0;0.164
3100.0;0.451;0.0;0.246
3200.0;0.328;0.0;0.164
3300.0;0.369;0.0;0.246
3400.0;0.41;0.0;0.287
3500.0;0.492;0.0;0.287
3600.0;0.533;0.0;0.328
3700.0;0.533;0.0;0.123
3800.0;0.492;0.0;0.328
3900.0;0.492;0.0;0.287
4000.0;0.737;0.0;0.327
4100.0;1.954;0.0;1.462
4200.0;0.656;0.0;0.328
4300.0;0.697;0.0;0.287
4400.0;0.492;0.0;0.164
4500.0;0.995;0.0;0.421
4600.0;0.903;0.0;0.492
4700.0;0.777;0.0;0.449
4800.0;0.902;0.0;0.533
4900.0;1.905;0.0;0.533
5000.0;0.902;0.0;0.574
5100.0;0.88;0.0;0.511
5200.0;0.533;0.0;0.164
5300.0;2.933;0.0;2.359
5400.0;1.23;0.0;0.574
5500.0;1.025;0.0;0.492
5600.0;1.066;0.0;0.615
5700.0;2.206;0.0;1.878
5800.0;0.984;0.0;0.533
5900.0;1.025;0.0;0.574
6000.0;3.446;0.0;2.864
6100.0;1.168;0.0;0.492
6200.0;0.984;0.0;0.492
6300.0;0.82;0.0;0.246
6400.0;0.533;0.0;0.164
6500.0;0.738;0.0;0.369
6600.0;0.698;0.0;0.411
6700.0;4.524;0.0;4.196
6800.0;0.943;0.0;0.369
6900.0;0.533;0.0;0.205
7000.0;0.656;0.0;0.287
7100.0;0.615;0.0;0.328
7200.0;0.697;0.0;0.246
7300.0;0.785;0.0;0.246
7400.0;0.935;0.0;0.246
7500.0;0.533;0.0;0.246
7600.0;0.328;0.0;0.123
7700.0;0.697;0.0;0.369
7800.0;0.697;0.0;0.246
7900.0;0.615;0.0;0.246
8000.0;0.943;0.0;0.41
8100.0;0.861;0.0;0.41
8200.0;0.902;0.0;0.492
8300.0;0.788;0.0;0.296
8400.0;0.697;0.0;0.369
8500.0;0.902;0.0;0.533
8600.0;0.574;0.0;0.328
8700.0;1.136;0.0;0.726
8800.0;0.738;0.0;0.328
8900.0;0.861;0.0;0.533
9000.0;1.869;0.0;1.5
9100.0;1.102;0.0;0.574
9200.0;1.501;0.0;0.968
9300.0;2.631;0.0;2.221
9400.0;2.495;0.0;2.167
9500.0;1.025;0.0;0.615
9600.0;1.326;0.0;0.752
9700.0;2.39;0.0;2.062
9800.0;1.877;0.0;0.448
9900.0;1.23;0.0;0.82
10000.0;0.984;0.0;0.697
10100.0;1.148;0.0;0.615
10200.0;0.984;0.0;0.574
10300.0;0.861;0.0;0.451
10400.0;0.615;0.0;0.41
10500.0;0.656;0.0;0.328
10600.0;0.738;0.0;0.533
10700.0;0.738;0.0;0.287
10800.0;0.984;0.0;0.41
10900.0;0.533;0.0;0.287
