time;ap0;ap1;ap2;ap3
100.0;473;506;523;498
200.0;473;506;523;498
300.0;473;506;523;498
400.0;473;506;523;498
500.0;473;506;523;498
600.0;473;506;523;498
700.0;473;506;523;498
800.0;474;506;523;497
900.0;474;506;523;497
1000.0;474;506;523;497
1100.0;474;506;523;497
1200.0;474;507;523;496
1300.0;474;507;523;496
1400.0;475;507;522;496
1500.0;474;507;522;497
1600.0;474;507;523;496
1700.0;474;507;523;496
1800.0;474;507;523;496
1900.0;474;507;523;496
2000.0;474;507;523;496
2100.0;474;507;523;496
2200.0;474;507;523;496
2300.0;474;507;523;496
2400.0;474;507;523;496
2500.0;473;507;525;495
2600.0;473;507;525;495
2700.0;473;507;525;495
2800.0;473;507;525;495
2900.0;473;506;525;496
3000.0;473;506;525;496
3100.0;473;506;524;497
3200.0;473;506;524;497
3300.0;472;506;524;498
3400.0;471;507;525;497
3500.0;471;507;525;497
3600.0;471;507;525;497
3700.0;470;506;525;499
3800.0;470;506;525;499
3900.0;470;506;524;500
4000.0;471;506;523;500
4100.0;471;506;523;500
4200.0;471;506;523;500
4300.0;472;506;522;500
4400.0;472;506;522;500
4500.0;471;507;523;499
4600.0;472;507;521;500
4700.0;472;507;521;500
4800.0;472;507;521;500
4900.0;472;507;521;500
5000.0;472;507;521;500
5100.0;472;507;521;500
5200.0;472;506;521;501
5300.0;472;506;521;501
5400.0;473;506;520;501
5500.0;473;506;520;501
5600.0;473;506;520;501
5700.0;472;506;521;501
5800.0;472;505;522;501
5900.0;472;505;522;501
6000.0;472;505;522;501
6100.0;471;505;522;502
6200.0;471;505;522;502
6300.0;471;505;522;502
6400.0;470;505;523;502
6500.0;469;506;523;502
6600.0;469;506;523;502
6700.0;469;506;523;502
6800.0;469;506;523;502
6900.0;469;506;523;502
7000.0;469;506;523;502
7100.0;469;506;523;502
7200.0;469;506;523;502
7300.0;469;506;523;502
7400.0;469;506;523;502
7500.0;469;505;523;503
7600.0;469;505;523;503
7700.0;471;504;523;502
7800.0;472;504;522;502
7900.0;472;504;522;502
8000.0;473;503;522;502
8100.0;473;503;521;503
8200.0;473;503;521;503
8300.0;473;503;521;503
8400.0;473;503;521;503
8500.0;474;503;521;502
8600.0;474;504;521;501
8700.0;474;505;520;501
8800.0;474;504;520;502
8900.0;474;504;520;502
9000.0;474;504;520;502
9100.0;474;504;520;502
9200.0;474;504;520;502
9300.0;474;503;521;502
9400.0;474;503;521;502
9500.0;474;503;521;502
9600.0;473;503;521;503
9700.0;472;502;522;504
9800.0;472;502;522;504
9900.0;472;502;522;504
10000.0;472;502;522;504
10100.0;473;501;522;504
10200.0;473;501;521;505
10300.0;473;501;521;505
10400.0;473;501;521;505
10500.0;473;501;521;505
10600.0;473;501;521;505
10700.0;473;500;522;505
10800.0;472;501;522;505
10900.0;472;501;522;505
