time;wlan;wan;man
100.0;0.076;0.0;0.042
200.0;2.854;0.0;2.854
300.0;0.25;0.0;0.209
400.0;1.435;0.0;1.353
500.0;0.394;0.0;0.148
600.0;2.983;0.0;2.614
700.0;0.778;0.0;0.45
800.0;0.78;0.0;0.451
900.0;0.41;0.533;0.205
1000.0;1.053;1.129;0.767
1100.0;0.205;3.144;0.123
1200.0;1.198;1.995;1.157
1300.0;0.414;3.32;0.332
1400.0;0.123;1.846;0.041
1500.0;0.246;1.592;0.082
1600.0;0.457;2.28;0.164
1700.0;1.694;1.704;0.231
1800.0;0.457;3.552;0.293
1900.0;2.673;3.346;2.468
2000.0;0.451;1.917;0.205
2100.0;3.276;5.946;1.106
2200.0;1.21;4.085;0.697
2300.0;2.061;2.059;0.533
2400.0;0.535;2.913;0.207
2500.0;0.656;5.037;0.369
2600.0;0.451;4.896;0.328
2700.0;0.451;4.981;0.328
2800.0;0.613;4.225;0.449
2900.0;0.328;4.513;0.0
3000.0;0.401;9.37;0.191
3100.0;0.615;5.059;0.205
3200.0;1.541;9.142;1.213
3300.0;0.697;7.93;0.246
3400.0;0.507;8.544;0.164
3500.0;4.875;17.39;4.276
3600.0;0.514;10.285;0.145
3700.0;0.372;6.133;0.123
3800.0;0.579;7.701;0.123
3900.0;4.66;6.449;4.414
4000.0;0.247;8.254;0.042
4100.0;1.636;11.634;1.513
4200.0;0.225;12.331;0.184
4300.0;0.082;11.355;0.041
4400.0;0.738;9.525;0.574
4500.0;0.205;16.056;0.041
4600.0;0.082;9.722;0.0
4700.0;0.0;15.458;0.0
4800.0;0.287;16.443;0.123
4900.0;0.246;9.625;0.082
5000.0;0.164;12.484;0.041
5100.0;0.533;14.976;0.328
5200.0;0.164;11.781;0.041
5300.0;0.205;13.274;0.082
5400.0;0.0;15.583;0.0
5500.0;0.41;17.219;0.205
5600.0;0.41;12.341;0.246
5700.0;0.451;12.596;0.123
5800.0;0.574;9.566;0.164
5900.0;0.205;11.064;0.082
6000.0;0.418;13.016;0.131
6100.0;0.123;11.819;0.041
6200.0;0.246;11.569;0.082
6300.0;0.363;12.039;0.117
6400.0;0.635;9.511;0.348
6500.0;0.533;17.73;0.164
6600.0;0.793;18.858;0.301
6700.0;1.107;18.251;0.82
6800.0;1.705;20.336;1.5
6900.0;0.287;19.418;0.082
7000.0;0.222;13.842;0.14
7100.0;0.477;13.459;0.354
7200.0;0.426;12.109;0.098
7300.0;0.225;11.01;0.061
7400.0;0.164;9.346;0.082
7500.0;0.328;13.309;0.164
7600.0;2.141;15.905;0.082
7700.0;2.018;13.707;1.977
7800.0;0.041;13.4;0.0
7900.0;0.248;14.936;0.041
8000.0;0.123;16.629;0.0
8100.0;0.451;16.032;0.205
8200.0;0.03;13.935;0.03
8300.0;0.181;15.955;0.099
8400.0;0.123;24.35;0.041
8500.0;0.164;16.736;0.041
8600.0;0.123;17.529;0.041
8700.0;0.809;14.909;0.727
8800.0;0.205;15.979;0.123
8900.0;0.287;17.75;0.082
9000.0;0.41;23.132;0.123
9100.0;0.246;14.619;0.082
9200.0;0.082;20.68;0.0
9300.0;0.06;18.306;0.06
9400.0;0.123;16.257;0.082
9500.0;0.164;26.091;0.082
9600.0;0.123;18.16;0.0
9700.0;2.024;13.942;1.942
9800.0;1.973;14.012;1.768
9900.0;0.451;11.109;0.164
10000.0;0.164;12.549;0.082
10100.0;0.328;14.579;0.082
10200.0;0.533;15.428;0.287
10300.0;0.0;21.322;0.0
10400.0;0.0;16.253;0.0
10500.0;0.123;19.696;0.041
10600.0;0.2;17.405;0.118
10700.0;0.424;18.499;0.26
10800.0;0.205;15.158;0.123
10900.0;0.0;16.215;0.0
