time;ap0;ap1;ap2;ap3
100.0;633;606;574;587
200.0;633;606;574;587
300.0;633;606;574;587
400.0;633;606;574;587
500.0;634;606;573;587
600.0;634;606;573;587
700.0;634;606;573;587
800.0;635;606;573;586
900.0;635;607;572;586
1000.0;636;606;572;586
1100.0;637;605;572;586
1200.0;637;605;572;586
1300.0;637;605;572;586
1400.0;637;605;572;586
1500.0;637;605;572;586
1600.0;637;605;572;586
1700.0;636;605;572;587
1800.0;636;605;573;586
1900.0;636;605;574;585
2000.0;636;604;574;586
2100.0;636;604;574;586
2200.0;635;605;573;587
2300.0;635;605;573;587
2400.0;634;605;574;587
2500.0;634;605;574;587
2600.0;634;607;574;585
2700.0;633;607;575;585
2800.0;633;607;575;585
2900.0;632;608;575;585
3000.0;633;607;575;585
3100.0;632;608;575;585
3200.0;632;608;575;585
3300.0;632;608;575;585
3400.0;632;608;575;585
3500.0;632;608;575;585
3600.0;632;608;575;585
3700.0;632;608;575;585
3800.0;632;608;575;585
3900.0;632;608;575;585
4000.0;632;608;575;585
4100.0;632;608;575;585
4200.0;632;608;575;585
4300.0;632;608;575;585
4400.0;632;608;575;585
4500.0;632;608;575;585
4600.0;631;608;575;586
4700.0;630;608;576;586
4800.0;630;608;576;586
4900.0;630;608;576;586
5000.0;630;608;576;586
5100.0;630;608;576;586
5200.0;630;608;576;586
5300.0;630;608;576;586
5400.0;630;608;576;586
5500.0;631;608;576;585
5600.0;632;607;576;585
5700.0;632;607;576;585
5800.0;631;607;577;585
5900.0;631;607;577;585
6000.0;631;606;577;586
6100.0;631;606;577;586
6200.0;631;606;577;586
6300.0;631;605;578;586
6400.0;631;605;578;586
6500.0;631;605;578;586
6600.0;631;605;578;586
6700.0;631;605;578;586
6800.0;631;605;578;586
6900.0;631;605;578;586
7000.0;631;605;578;586
7100.0;632;604;579;585
7200.0;632;604;579;585
7300.0;632;604;579;585
7400.0;632;604;579;585
7500.0;632;603;579;586
7600.0;632;602;579;587
7700.0;632;602;579;587
7800.0;632;602;579;587
7900.0;631;601;580;588
8000.0;631;601;580;588
8100.0;631;601;580;588
8200.0;631;601;580;588
8300.0;631;601;580;588
8400.0;630;601;580;589
8500.0;630;601;580;589
8600.0;630;601;580;589
8700.0;630;601;580;589
8800.0;630;600;581;589
8900.0;630;600;581;589
9000.0;630;600;581;589
9100.0;630;600;581;589
9200.0;630;600;581;589
9300.0;630;600;581;589
9400.0;629;600;582;589
9500.0;629;600;582;589
9600.0;629;600;582;589
9700.0;629;600;582;589
9800.0;629;600;582;589
9900.0;628;602;581;589
10000.0;628;602;581;589
10100.0;628;602;581;589
10200.0;629;601;581;589
10300.0;629;601;581;589
10400.0;630;601;580;589
10500.0;630;601;580;589
10600.0;629;601;581;589
10700.0;629;601;581;589
10800.0;629;601;581;589
10900.0;629;602;581;588
