time;wlan;wan;man
100.0;0.239;0.068;0.0
200.0;0.697;1.133;0.0
300.0;0.656;1.787;0.0
400.0;0.533;5.835;0.0
500.0;0.82;1.69;0.0
600.0;1.025;9.902;0.041
700.0;1.162;1.352;0.164
800.0;1.354;1.093;0.0
900.0;0.792;3.197;0.0
1000.0;1.066;1.372;0.164
1100.0;1.312;5.885;0.369
1200.0;1.359;0.016;0.328
1300.0;2.297;0.83;0.123
1400.0;1.23;0.349;0.164
1500.0;1.23;0.414;0.082
1600.0;1.031;0.964;0.164
1700.0;1.347;0.183;0.328
1800.0;1.394;2.246;0.246
1900.0;0.739;2.152;0.0
2000.0;0.861;0.054;0.041
2100.0;3.236;6.154;0.041
2200.0;0.779;2.05;0.164
2300.0;3.324;1.326;0.082
2400.0;0.74;3.111;0.0
2500.0;0.984;1.711;0.0
2600.0;0.885;5.047;0.061
2700.0;1.739;1.039;0.0
2800.0;0.742;1.637;0.0
2900.0;0.902;1.601;0.041
3000.0;0.702;7.87;0.0
3100.0;0.766;4.024;0.0
3200.0;1.107;6.253;0.0
3300.0;0.328;6.705;0.0
3400.0;0.164;7.519;0.0
3500.0;0.533;12.278;0.0
3600.0;1.865;4.817;0.041
3700.0;0.123;10.929;0.0
3800.0;0.697;2.412;0.041
3900.0;0.287;13.177;0.041
4000.0;0.656;10.517;0.164
4100.0;0.369;17.522;0.082
4200.0;0.779;11.412;0.328
4300.0;0.902;16.031;0.123
4400.0;0.82;11.217;0.246
4500.0;0.51;13.236;0.082
4600.0;0.082;11.947;0.0
4700.0;0.205;13.438;0.0
4800.0;0.566;16.141;0.0
4900.0;0.554;11.302;0.0
5000.0;0.697;12.676;0.082
5100.0;1.526;13.6;0.041
5200.0;0.369;16.255;0.0
5300.0;0.656;18.718;0.082
5400.0;0.533;15.438;0.082
5500.0;0.453;20.97;0.0
5600.0;0.55;16.805;0.0
5700.0;0.369;14.457;0.0
5800.0;0.852;20.353;0.0
5900.0;0.615;9.615;0.041
6000.0;0.369;19.852;0.0
6100.0;0.697;16.118;0.0
6200.0;0.738;12.006;0.123
6300.0;0.287;14.234;0.041
6400.0;0.634;9.4;0.041
6500.0;0.738;18.323;0.0
6600.0;0.41;17.019;0.082
6700.0;0.712;22.582;0.0
6800.0;0.697;24.869;0.123
6900.0;0.782;25.047;0.0
7000.0;0.574;17.233;0.082
7100.0;0.493;13.834;0.082
7200.0;1.37;17.349;0.0
7300.0;0.635;16.911;0.0
7400.0;0.246;15.293;0.0
7500.0;0.492;17.913;0.082
7600.0;3.784;15.753;0.082
7700.0;0.301;14.568;0.041
7800.0;0.779;18.676;0.0
7900.0;0.984;19.635;0.082
8000.0;0.615;18.452;0.0
8100.0;1.122;12.276;0.0
8200.0;1.107;13.442;0.041
8300.0;0.973;16.667;0.155
8400.0;0.697;21.618;0.0
8500.0;0.828;16.074;0.0
8600.0;0.664;15.309;0.0
8700.0;0.246;14.062;0.0
8800.0;0.287;15.999;0.0
8900.0;0.205;16.813;0.0
9000.0;3.635;12.963;0.0
9100.0;1.819;19.304;0.408
9200.0;0.41;13.766;0.0
9300.0;1.614;23.938;0.0
9400.0;0.779;17.844;0.0
9500.0;0.738;15.547;0.041
9600.0;0.492;16.679;0.0
9700.0;0.738;15.695;0.0
9800.0;0.697;14.181;0.0
9900.0;7.633;13.887;0.041
10000.0;0.492;16.643;0.0
10100.0;0.993;13.604;0.041
10200.0;0.753;12.295;0.0
10300.0;0.82;17.528;0.041
10400.0;0.287;21.855;0.0
10500.0;1.349;17.849;0.0
10600.0;0.164;16.352;0.0
10700.0;0.451;15.267;0.0
10800.0;0.451;16.725;0.0
10900.0;0.492;11.879;0.0
