time;ap0;ap1;ap2;ap3
100.0;415;398;396;391
200.0;415;398;396;391
300.0;416;397;396;391
400.0;416;397;396;391
500.0;416;397;396;391
600.0;416;397;396;391
700.0;416;397;396;391
800.0;416;397;396;391
900.0;416;398;396;390
1000.0;416;398;396;390
1100.0;416;398;396;390
1200.0;417;397;396;390
1300.0;417;397;396;390
1400.0;417;397;396;390
1500.0;417;397;396;390
1600.0;416;397;397;390
1700.0;416;397;397;390
1800.0;416;397;397;390
1900.0;416;397;397;390
2000.0;417;397;396;390
2100.0;417;397;396;390
2200.0;417;397;396;390
2300.0;417;397;396;390
2400.0;417;397;396;390
2500.0;416;397;397;390
2600.0;416;396;398;390
2700.0;416;395;399;390
2800.0;416;395;399;390
2900.0;416;395;399;390
3000.0;416;395;399;390
3100.0;416;395;399;390
3200.0;416;395;399;390
3300.0;415;395;399;391
3400.0;415;395;399;391
3500.0;415;395;399;391
3600.0;415;395;399;391
3700.0;414;394;399;393
3800.0;414;394;399;393
3900.0;414;394;399;393
4000.0;414;394;399;393
4100.0;414;394;399;393
4200.0;414;393;400;393
4300.0;414;393;400;393
4400.0;414;393;400;393
4500.0;414;393;400;393
4600.0;414;393;400;393
4700.0;414;393;400;393
4800.0;414;393;400;393
4900.0;415;393;399;393
5000.0;415;393;399;393
5100.0;415;393;399;393
5200.0;415;393;399;393
5300.0;416;393;399;392
5400.0;416;393;399;392
5500.0;416;393;399;392
5600.0;416;393;399;392
5700.0;416;394;398;392
5800.0;416;394;398;392
5900.0;415;395;398;392
6000.0;415;395;397;393
6100.0;415;395;397;393
6200.0;415;396;396;393
6300.0;415;396;396;393
6400.0;415;396;396;393
6500.0;415;396;396;393
6600.0;415;396;396;393
6700.0;415;396;396;393
6800.0;415;396;396;393
6900.0;415;396;396;393
7000.0;415;396;396;393
7100.0;415;396;396;393
7200.0;415;396;395;394
7300.0;416;395;395;394
7400.0;416;395;395;394
7500.0;417;395;394;394
7600.0;417;395;394;394
7700.0;417;395;394;394
7800.0;417;395;395;393
7900.0;417;394;395;394
8000.0;417;394;395;394
8100.0;417;394;395;394
8200.0;417;394;395;394
8300.0;415;394;396;395
8400.0;414;394;396;396
8500.0;414;393;396;397
8600.0;414;393;396;397
8700.0;414;393;396;397
8800.0;414;393;396;397
8900.0;414;393;396;397
9000.0;413;393;397;397
9100.0;413;393;397;397
9200.0;414;392;397;397
9300.0;414;392;397;397
9400.0;414;392;397;397
9500.0;415;392;396;397
9600.0;415;392;396;397
9700.0;415;392;396;397
9800.0;415;392;396;397
9900.0;415;392;395;398
10000.0;415;392;395;398
10100.0;415;392;395;398
10200.0;415;392;395;398
10300.0;415;391;395;399
10400.0;415;391;395;399
10500.0;414;391;396;399
10600.0;414;390;397;399
10700.0;416;389;396;399
10800.0;416;389;396;399
10900.0;416;389;396;399
