time;wlan;wan;man
100.0;0.0;0.068;0.0
200.0;0.287;0.234;0.0
300.0;0.246;0.658;0.0
400.0;0.451;5.285;0.0
500.0;0.82;0.376;0.0
600.0;0.943;2.815;0.0
700.0;1.025;1.108;0.0
800.0;1.148;0.267;0.0
900.0;0.697;2.072;0.0
1000.0;0.287;1.394;0.0
1100.0;0.41;6.978;0.0
1200.0;0.41;0.004;0.164
1300.0;0.615;0.167;0.328
1400.0;0.533;0.0;0.328
1500.0;0.615;0.0;0.41
1600.0;0.656;0.0;0.328
1700.0;0.615;0.023;0.328
1800.0;0.574;1.088;0.287
1900.0;0.698;0.025;0.37
2000.0;0.943;0.022;0.697
2100.0;0.82;1.936;0.533
2200.0;0.738;0.001;0.328
2300.0;0.697;0.123;0.41
2400.0;0.861;2.885;0.574
2500.0;1.032;2.242;0.663
2600.0;2.075;2.36;1.788
2700.0;0.656;0.533;0.451
2800.0;0.328;0.36;0.205
2900.0;0.615;0.891;0.328
3000.0;0.497;3.402;0.164
3100.0;2.29;2.467;0.408
3200.0;0.807;4.963;0.438
3300.0;0.861;1.826;0.492
3400.0;0.287;3.493;0.041
3500.0;0.369;3.29;0.123
3600.0;0.369;2.374;0.041
3700.0;0.287;1.857;0.041
3800.0;0.413;2.803;0.041
3900.0;0.537;5.034;0.082
4000.0;0.123;3.361;0.0
4100.0;0.246;3.338;0.082
4200.0;0.328;3.894;0.205
4300.0;0.492;2.465;0.287
4400.0;0.123;9.957;0.0
4500.0;0.246;3.114;0.0
4600.0;0.246;6.852;0.041
4700.0;0.369;4.028;0.041
4800.0;0.164;9.101;0.0
4900.0;0.164;8.269;0.041
5000.0;0.082;5.925;0.0
5100.0;0.287;6.706;0.123
5200.0;0.287;7.297;0.0
5300.0;0.164;5.267;0.0
5400.0;0.205;6.323;0.082
5500.0;0.369;12.4;0.041
5600.0;0.369;6.054;0.0
5700.0;0.205;6.652;0.0
5800.0;0.205;5.994;0.0
5900.0;0.246;4.102;0.041
6000.0;0.041;8.605;0.0
6100.0;0.246;2.796;0.0
6200.0;0.164;8.426;0.0
6300.0;0.123;7.841;0.0
6400.0;0.287;7.919;0.0
6500.0;0.205;8.221;0.0
6600.0;0.451;16.427;0.0
6700.0;0.164;7.051;0.0
6800.0;0.287;9.739;0.0
6900.0;0.246;11.833;0.0
7000.0;0.168;8.34;0.041
7100.0;0.328;8.633;0.041
7200.0;0.451;7.372;0.041
7300.0;0.389;9.806;0.082
7400.0;0.352;8.669;0.082
7500.0;0.353;10.698;0.025
7600.0;0.517;9.966;0.353
7700.0;0.369;8.985;0.041
7800.0;2.182;15.311;0.0
7900.0;0.246;12.486;0.0
8000.0;0.123;10.897;0.0
8100.0;0.287;14.085;0.0
8200.0;0.317;12.043;0.041
8300.0;0.276;13.813;0.0
8400.0;0.123;16.043;0.0
8500.0;0.123;16.735;0.0
8600.0;0.164;13.432;0.0
8700.0;0.287;9.35;0.0
8800.0;0.41;14.139;0.041
8900.0;0.369;8.231;0.041
9000.0;0.246;12.577;0.0
9100.0;0.246;8.845;0.041
9200.0;0.041;11.229;0.0
9300.0;2.197;12.77;0.041
9400.0;0.205;11.817;0.041
9500.0;0.369;13.8;0.0
9600.0;0.164;12.191;0.0
9700.0;0.205;9.546;0.0
9800.0;0.082;13.49;0.0
9900.0;0.082;14.342;0.0
10000.0;0.123;11.374;0.0
10100.0;0.615;11.85;0.0
10200.0;0.574;11.992;0.0
10300.0;0.492;12.693;0.041
10400.0;0.246;11.227;0.0
10500.0;0.451;9.721;0.041
10600.0;0.492;11.604;0.041
10700.0;0.328;11.039;0.0
10800.0;0.492;13.295;0.0
10900.0;0.369;12.173;0.0
