time;wlan;wan;man
100.0;0.0;0.068;0.0
200.0;0.246;0.234;0.0
300.0;0.123;0.658;0.0
400.0;0.328;5.285;0.0
500.0;0.492;0.376;0.0
600.0;0.369;2.815;0.0
700.0;0.328;1.108;0.0
800.0;0.492;0.267;0.0
900.0;0.492;2.067;0.0
1000.0;0.615;0.022;0.164
1100.0;0.984;5.141;0.287
1200.0;1.107;0.004;0.41
1300.0;0.656;0.167;0.246
1400.0;0.574;0.0;0.205
1500.0;0.738;0.0;0.287
1600.0;1.072;0.0;0.287
1700.0;0.802;0.0;0.205
1800.0;0.697;0.006;0.123
1900.0;0.903;0.025;0.164
2000.0;1.353;0.02;0.41
2100.0;1.353;1.921;0.41
2200.0;1.271;0.001;0.205
2300.0;1.886;0.072;0.451
2400.0;1.519;2.885;0.369
2500.0;1.271;2.111;0.287
2600.0;1.353;0.0;0.369
2700.0;2.23;0.0;0.246
2800.0;1.517;0.024;0.328
2900.0;1.517;0.0;0.328
3000.0;1.243;0.07;0.172
3100.0;4.901;0.093;2.417
3200.0;1.722;4.119;0.451
3300.0;1.271;0.995;0.492
3400.0;1.189;3.534;0.205
3500.0;0.656;3.085;0.164
3600.0;0.984;0.057;0.164
3700.0;0.984;0.86;0.369
3800.0;1.066;1.891;0.451
3900.0;5.07;0.946;0.246
4000.0;0.821;0.249;0.124
4100.0;2.713;0.634;1.893
4200.0;1.127;1.994;0.246
4300.0;1.353;0.21;0.164
4400.0;1.599;0.448;0.205
4500.0;1.312;0.315;0.205
4600.0;1.107;1.858;0.123
4700.0;0.82;0.903;0.041
4800.0;0.697;4.771;0.0
4900.0;0.943;0.903;0.0
5000.0;0.779;0.579;0.0
5100.0;0.779;0.87;0.041
5200.0;1.046;2.013;0.0
5300.0;1.375;1.082;0.0
5400.0;0.984;1.129;0.0
5500.0;1.382;6.496;0.0
5600.0;2.854;1.355;0.0
5700.0;0.656;2.296;0.041
5800.0;0.246;4.151;0.0
5900.0;0.371;3.323;0.002
6000.0;0.451;4.739;0.041
6100.0;0.164;4.294;0.0
6200.0;0.082;5.138;0.0
6300.0;0.451;4.561;0.041
6400.0;0.475;7.944;0.0
6500.0;0.943;5.899;0.082
6600.0;0.451;12.71;0.082
6700.0;0.574;9.043;0.041
6800.0;0.492;5.171;0.0
6900.0;0.733;6.138;0.041
7000.0;0.451;5.64;0.0
7100.0;0.697;7.038;0.041
7200.0;0.328;4.977;0.0
7300.0;0.451;8.149;0.041
7400.0;0.738;7.989;0.041
7500.0;0.451;6.352;0.0
7600.0;0.656;6.872;0.082
7700.0;0.618;6.603;0.041
7800.0;0.451;5.876;0.0
7900.0;0.41;9.102;0.0
8000.0;0.205;10.278;0.0
8100.0;0.533;12.755;0.0
8200.0;0.317;8.802;0.0
8300.0;0.522;7.89;0.0
8400.0;0.533;6.516;0.041
8500.0;0.574;9.646;0.0
8600.0;0.533;11.686;0.0
8700.0;0.533;7.045;0.082
8800.0;0.41;8.522;0.0
8900.0;0.738;8.212;0.0
9000.0;0.369;12.274;0.0
9100.0;0.328;6.97;0.0
9200.0;0.495;7.499;0.0
9300.0;2.402;8.626;0.0
9400.0;0.369;11.14;0.041
9500.0;1.962;6.234;0.041
9600.0;0.082;7.188;0.0
9700.0;0.369;9.196;0.0
9800.0;0.246;8.188;0.0
9900.0;0.451;12.529;0.0
10000.0;0.492;10.248;0.041
10100.0;0.533;8.917;0.041
10200.0;0.451;8.57;0.041
10300.0;0.41;9.225;0.041
10400.0;0.615;11.094;0.0
10500.0;0.451;9.961;0.0
10600.0;0.323;9.235;0.077
10700.0;0.424;9.304;0.178
10800.0;0.533;10.333;0.041
10900.0;0.492;11.695;0.0
